"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59938",2006-07-01,"2006","Average Household Income Before Taxes",57819,"Census","Income"
"59938",2006-07-01,"2006","Median Household Income Before Taxes",47401,"Census","Income"
"59938",2006-07-01,"2006","Average Household Income After Taxes",49603,"Census","Income"
"59938",2006-07-01,"2006","Median Household Income After Taxes",42583,"Census","Income"
"59938",2011-07-01,"2011","Average Household Income Before Taxes",65590,"Census","Income"
"59938",2011-07-01,"2011","Median Household Income Before Taxes",54071,"Census","Income"
"59938",2011-07-01,"2011","Average Household Income After Taxes",57616,"Census","Income"
"59938",2011-07-01,"2011","Median Household Income After Taxes",49781,"Census","Income"
"59938",2016-07-01,"2016","Average Household Income Before Taxes",76949,"Census","Income"
"59938",2016-07-01,"2016","Median Household Income Before Taxes",62958,"Census","Income"
"59938",2016-07-01,"2016","Average Household Income After Taxes",65825,"Census","Income"
"59938",2016-07-01,"2016","Median Household Income After Taxes",55838,"Census","Income"
"59938",2021-07-01,"2021","Average Household Income Before Taxes",93500,"Census","Income"
"59938",2021-07-01,"2021","Median Household Income Before Taxes",77500,"Census","Income"
"59938",2021-07-01,"2021","Average Household Income After Taxes",81000,"Census","Income"
"59938",2021-07-01,"2021","Median Household Income After Taxes",70000,"Census","Income"
