"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"47735",2006-07-01,"2006","Average Household Income Before Taxes",52822,"Census","Income"
"47735",2006-07-01,"2006","Median Household Income Before Taxes",42631,"Census","Income"
"47735",2006-07-01,"2006","Average Household Income After Taxes",45243,"Census","Income"
"47735",2006-07-01,"2006","Median Household Income After Taxes",38349,"Census","Income"
"47735",2011-07-01,"2011","Average Household Income Before Taxes",68219,"Census","Income"
"47735",2011-07-01,"2011","Median Household Income Before Taxes",55920,"Census","Income"
"47735",2011-07-01,"2011","Average Household Income After Taxes",58704,"Census","Income"
"47735",2011-07-01,"2011","Median Household Income After Taxes",50664,"Census","Income"
"47735",2016-07-01,"2016","Average Household Income Before Taxes",82444,"Census","Income"
"47735",2016-07-01,"2016","Median Household Income Before Taxes",67648,"Census","Income"
"47735",2016-07-01,"2016","Average Household Income After Taxes",69978,"Census","Income"
"47735",2016-07-01,"2016","Median Household Income After Taxes",59331,"Census","Income"
"47735",2021-07-01,"2021","Average Household Income Before Taxes",91900,"Census","Income"
"47735",2021-07-01,"2021","Median Household Income Before Taxes",78000,"Census","Income"
"47735",2021-07-01,"2021","Average Household Income After Taxes",78900,"Census","Income"
"47735",2021-07-01,"2021","Median Household Income After Taxes",69000,"Census","Income"
