"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"46603",2006-07-01,"2006","Average Household Income Before Taxes",49564,"Census","Income"
"46603",2006-07-01,"2006","Median Household Income Before Taxes",41165,"Census","Income"
"46603",2006-07-01,"2006","Average Household Income After Taxes",43587,"Census","Income"
"46603",2006-07-01,"2006","Median Household Income After Taxes",38151,"Census","Income"
"46603",2011-07-01,"2011","Average Household Income Before Taxes",59459,"Census","Income"
"46603",2011-07-01,"2011","Median Household Income Before Taxes",49400,"Census","Income"
"46603",2011-07-01,"2011","Average Household Income After Taxes",51966,"Census","Income"
"46603",2011-07-01,"2011","Median Household Income After Taxes",45837,"Census","Income"
"46603",2016-07-01,"2016","Average Household Income Before Taxes",74381,"Census","Income"
"46603",2016-07-01,"2016","Median Household Income Before Taxes",64947,"Census","Income"
"46603",2016-07-01,"2016","Average Household Income After Taxes",63727,"Census","Income"
"46603",2016-07-01,"2016","Median Household Income After Taxes",57545,"Census","Income"
"46603",2021-07-01,"2021","Average Household Income Before Taxes",86800,"Census","Income"
"46603",2021-07-01,"2021","Median Household Income Before Taxes",75500,"Census","Income"
"46603",2021-07-01,"2021","Average Household Income After Taxes",73500,"Census","Income"
"46603",2021-07-01,"2021","Median Household Income After Taxes",67000,"Census","Income"
