"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"11110",2006-07-01,"2006","Average Household Income Before Taxes",50501,"Census","Income"
"11110",2006-07-01,"2006","Median Household Income Before Taxes",42300,"Census","Income"
"11110",2006-07-01,"2006","Average Household Income After Taxes",43288,"Census","Income"
"11110",2006-07-01,"2006","Median Household Income After Taxes",37956,"Census","Income"
"11110",2011-07-01,"2011","Average Household Income Before Taxes",58383,"Census","Income"
"11110",2011-07-01,"2011","Median Household Income Before Taxes",47434,"Census","Income"
"11110",2011-07-01,"2011","Average Household Income After Taxes",49837,"Census","Income"
"11110",2011-07-01,"2011","Median Household Income After Taxes",42134,"Census","Income"
"11110",2016-07-01,"2016","Average Household Income Before Taxes",65250,"Census","Income"
"11110",2016-07-01,"2016","Median Household Income Before Taxes",53242,"Census","Income"
"11110",2016-07-01,"2016","Average Household Income After Taxes",55532,"Census","Income"
"11110",2016-07-01,"2016","Median Household Income After Taxes",47536,"Census","Income"
"11110",2021-07-01,"2021","Average Household Income Before Taxes",79200,"Census","Income"
"11110",2021-07-01,"2021","Median Household Income Before Taxes",64500,"Census","Income"
"11110",2021-07-01,"2021","Average Household Income After Taxes",67000,"Census","Income"
"11110",2021-07-01,"2021","Median Household Income After Taxes",57600,"Census","Income"
