"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35580",2006-07-01,"2006","Average Household Income Before Taxes",68071,"Census","Income"
"35580",2006-07-01,"2006","Median Household Income Before Taxes",54959,"Census","Income"
"35580",2006-07-01,"2006","Average Household Income After Taxes",56214,"Census","Income"
"35580",2006-07-01,"2006","Median Household Income After Taxes",47563,"Census","Income"
"35580",2011-07-01,"2011","Average Household Income Before Taxes",76731,"Census","Income"
"35580",2011-07-01,"2011","Median Household Income Before Taxes",62472,"Census","Income"
"35580",2011-07-01,"2011","Average Household Income After Taxes",64768,"Census","Income"
"35580",2011-07-01,"2011","Median Household Income After Taxes",55437,"Census","Income"
"35580",2016-07-01,"2016","Average Household Income Before Taxes",89941,"Census","Income"
"35580",2016-07-01,"2016","Median Household Income Before Taxes",71541,"Census","Income"
"35580",2016-07-01,"2016","Average Household Income After Taxes",74500,"Census","Income"
"35580",2016-07-01,"2016","Median Household Income After Taxes",62673,"Census","Income"
"35580",2021-07-01,"2021","Average Household Income Before Taxes",103000,"Census","Income"
"35580",2021-07-01,"2021","Median Household Income Before Taxes",84000,"Census","Income"
"35580",2021-07-01,"2021","Average Household Income After Taxes",86400,"Census","Income"
"35580",2021-07-01,"2021","Median Household Income After Taxes",74000,"Census","Income"
