"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59935",2006-07-01,"2006","Average Household Income Before Taxes",67838,"Census","Income"
"59935",2006-07-01,"2006","Median Household Income Before Taxes",53310,"Census","Income"
"59935",2006-07-01,"2006","Average Household Income After Taxes",56626,"Census","Income"
"59935",2006-07-01,"2006","Median Household Income After Taxes",46751,"Census","Income"
"59935",2011-07-01,"2011","Average Household Income Before Taxes",76771,"Census","Income"
"59935",2011-07-01,"2011","Median Household Income Before Taxes",61553,"Census","Income"
"59935",2011-07-01,"2011","Average Household Income After Taxes",65826,"Census","Income"
"59935",2011-07-01,"2011","Median Household Income After Taxes",54903,"Census","Income"
"59935",2016-07-01,"2016","Average Household Income Before Taxes",89078,"Census","Income"
"59935",2016-07-01,"2016","Median Household Income Before Taxes",70197,"Census","Income"
"59935",2016-07-01,"2016","Average Household Income After Taxes",74173,"Census","Income"
"59935",2016-07-01,"2016","Median Household Income After Taxes",61151,"Census","Income"
"59935",2021-07-01,"2021","Average Household Income Before Taxes",107000,"Census","Income"
"59935",2021-07-01,"2021","Median Household Income Before Taxes",85000,"Census","Income"
"59935",2021-07-01,"2021","Average Household Income After Taxes",89600,"Census","Income"
"59935",2021-07-01,"2021","Median Household Income After Taxes",75000,"Census","Income"
