"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59925",2006-07-01,"2006","Average Household Income Before Taxes",63797,"Census","Income"
"59925",2006-07-01,"2006","Median Household Income Before Taxes",53619,"Census","Income"
"59925",2006-07-01,"2006","Average Household Income After Taxes",54336,"Census","Income"
"59925",2006-07-01,"2006","Median Household Income After Taxes",47088,"Census","Income"
"59925",2011-07-01,"2011","Average Household Income Before Taxes",74662,"Census","Income"
"59925",2011-07-01,"2011","Median Household Income Before Taxes",61639,"Census","Income"
"59925",2011-07-01,"2011","Average Household Income After Taxes",64620,"Census","Income"
"59925",2011-07-01,"2011","Median Household Income After Taxes",55588,"Census","Income"
"59925",2016-07-01,"2016","Average Household Income Before Taxes",88757,"Census","Income"
"59925",2016-07-01,"2016","Median Household Income Before Taxes",72857,"Census","Income"
"59925",2016-07-01,"2016","Average Household Income After Taxes",74437,"Census","Income"
"59925",2016-07-01,"2016","Median Household Income After Taxes",64064,"Census","Income"
"59925",2021-07-01,"2021","Average Household Income Before Taxes",103900,"Census","Income"
"59925",2021-07-01,"2021","Median Household Income Before Taxes",87000,"Census","Income"
"59925",2021-07-01,"2021","Average Household Income After Taxes",88800,"Census","Income"
"59925",2021-07-01,"2021","Median Household Income After Taxes",77000,"Census","Income"
