"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59910",2021-07-01,"2021","Average Household Income Before Taxes",90300,"Census","Income"
"59910",2021-07-01,"2021","Median Household Income Before Taxes",75500,"Census","Income"
"59910",2021-07-01,"2021","Average Household Income After Taxes",78100,"Census","Income"
"59910",2021-07-01,"2021","Median Household Income After Taxes",67500,"Census","Income"
