"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59918",2006-07-01,"2006","Average Household Income Before Taxes",60313,"Census","Income"
"59918",2006-07-01,"2006","Median Household Income Before Taxes",48253,"Census","Income"
"59918",2006-07-01,"2006","Average Household Income After Taxes",51177,"Census","Income"
"59918",2006-07-01,"2006","Median Household Income After Taxes",42957,"Census","Income"
"59918",2011-07-01,"2011","Average Household Income Before Taxes",69450,"Census","Income"
"59918",2011-07-01,"2011","Median Household Income Before Taxes",55542,"Census","Income"
"59918",2011-07-01,"2011","Average Household Income After Taxes",60550,"Census","Income"
"59918",2011-07-01,"2011","Median Household Income After Taxes",50773,"Census","Income"
"59918",2016-07-01,"2016","Average Household Income Before Taxes",82261,"Census","Income"
"59918",2016-07-01,"2016","Median Household Income Before Taxes",64673,"Census","Income"
"59918",2016-07-01,"2016","Average Household Income After Taxes",69671,"Census","Income"
"59918",2016-07-01,"2016","Median Household Income After Taxes",57683,"Census","Income"
"59918",2021-07-01,"2021","Average Household Income Before Taxes",97100,"Census","Income"
"59918",2021-07-01,"2021","Median Household Income Before Taxes",79000,"Census","Income"
"59918",2021-07-01,"2021","Average Household Income After Taxes",83400,"Census","Income"
"59918",2021-07-01,"2021","Median Household Income After Taxes",71000,"Census","Income"
