"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"24406",2006-07-01,"2006","Average Household Income Before Taxes",65553,"Census","Income"
"24406",2006-07-01,"2006","Median Household Income Before Taxes",59141,"Census","Income"
"24406",2006-07-01,"2006","Average Household Income After Taxes",53523,"Census","Income"
"24406",2006-07-01,"2006","Median Household Income After Taxes",49365,"Census","Income"
"24406",2011-07-01,"2011","Average Household Income Before Taxes",73030,"Census","Income"
"24406",2011-07-01,"2011","Median Household Income Before Taxes",62540,"Census","Income"
"24406",2011-07-01,"2011","Average Household Income After Taxes",60116,"Census","Income"
"24406",2011-07-01,"2011","Median Household Income After Taxes",53355,"Census","Income"
"24406",2016-07-01,"2016","Average Household Income Before Taxes",79919,"Census","Income"
"24406",2016-07-01,"2016","Median Household Income Before Taxes",67206,"Census","Income"
"24406",2016-07-01,"2016","Average Household Income After Taxes",65406,"Census","Income"
"24406",2016-07-01,"2016","Median Household Income After Taxes",57243,"Census","Income"
"24406",2021-07-01,"2021","Average Household Income Before Taxes",90700,"Census","Income"
"24406",2021-07-01,"2021","Median Household Income Before Taxes",75000,"Census","Income"
"24406",2021-07-01,"2021","Average Household Income After Taxes",74600,"Census","Income"
"24406",2021-07-01,"2021","Median Household Income After Taxes",65000,"Census","Income"
