"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35543",2006-07-01,"2006","Average Household Income Before Taxes",67694,"Census","Income"
"35543",2006-07-01,"2006","Median Household Income Before Taxes",56624,"Census","Income"
"35543",2006-07-01,"2006","Average Household Income After Taxes",56570,"Census","Income"
"35543",2006-07-01,"2006","Median Household Income After Taxes",48993,"Census","Income"
"35543",2011-07-01,"2011","Average Household Income Before Taxes",73082,"Census","Income"
"35543",2011-07-01,"2011","Median Household Income Before Taxes",59665,"Census","Income"
"35543",2011-07-01,"2011","Average Household Income After Taxes",62608,"Census","Income"
"35543",2011-07-01,"2011","Median Household Income After Taxes",53796,"Census","Income"
"35543",2016-07-01,"2016","Average Household Income Before Taxes",83010,"Census","Income"
"35543",2016-07-01,"2016","Median Household Income Before Taxes",68718,"Census","Income"
"35543",2016-07-01,"2016","Average Household Income After Taxes",70718,"Census","Income"
"35543",2016-07-01,"2016","Median Household Income After Taxes",60854,"Census","Income"
"35543",2021-07-01,"2021","Average Household Income Before Taxes",101100,"Census","Income"
"35543",2021-07-01,"2021","Median Household Income Before Taxes",85000,"Census","Income"
"35543",2021-07-01,"2021","Average Household Income After Taxes",85900,"Census","Income"
"35543",2021-07-01,"2021","Median Household Income After Taxes",76000,"Census","Income"
