"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59977",2006-07-01,"2006","Average Household Income Before Taxes",82364,"Census","Income"
"59977",2006-07-01,"2006","Median Household Income Before Taxes",71185,"Census","Income"
"59977",2006-07-01,"2006","Average Household Income After Taxes",67209,"Census","Income"
"59977",2006-07-01,"2006","Median Household Income After Taxes",61380,"Census","Income"
"59977",2011-07-01,"2011","Average Household Income Before Taxes",95058,"Census","Income"
"59977",2011-07-01,"2011","Median Household Income Before Taxes",85450,"Census","Income"
"59977",2011-07-01,"2011","Average Household Income After Taxes",79141,"Census","Income"
"59977",2011-07-01,"2011","Median Household Income After Taxes",73997,"Census","Income"
"59977",2016-07-01,"2016","Average Household Income Before Taxes",122159,"Census","Income"
"59977",2016-07-01,"2016","Median Household Income Before Taxes",107267,"Census","Income"
"59977",2016-07-01,"2016","Average Household Income After Taxes",97852,"Census","Income"
"59977",2016-07-01,"2016","Median Household Income After Taxes",89493,"Census","Income"
"59977",2021-07-01,"2021","Average Household Income Before Taxes",119700,"Census","Income"
"59977",2021-07-01,"2021","Median Household Income Before Taxes",106000,"Census","Income"
"59977",2021-07-01,"2021","Average Household Income After Taxes",98900,"Census","Income"
"59977",2021-07-01,"2021","Median Household Income After Taxes",91000,"Census","Income"
