"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48833",2006-07-01,"2006","Average Household Income Before Taxes",62201,"Census","Income"
"48833",2006-07-01,"2006","Median Household Income Before Taxes",47972,"Census","Income"
"48833",2006-07-01,"2006","Average Household Income After Taxes",52816,"Census","Income"
"48833",2006-07-01,"2006","Median Household Income After Taxes",43233,"Census","Income"
"48833",2011-07-01,"2011","Average Household Income Before Taxes",80096,"Census","Income"
"48833",2011-07-01,"2011","Median Household Income Before Taxes",60176,"Census","Income"
"48833",2011-07-01,"2011","Average Household Income After Taxes",67983,"Census","Income"
"48833",2011-07-01,"2011","Median Household Income After Taxes",53533,"Census","Income"
"48833",2016-07-01,"2016","Average Household Income Before Taxes",93526,"Census","Income"
"48833",2016-07-01,"2016","Median Household Income Before Taxes",74218,"Census","Income"
"48833",2016-07-01,"2016","Average Household Income After Taxes",78276,"Census","Income"
"48833",2016-07-01,"2016","Median Household Income After Taxes",65363,"Census","Income"
"48833",2021-07-01,"2021","Average Household Income Before Taxes",92300,"Census","Income"
"48833",2021-07-01,"2021","Median Household Income Before Taxes",76500,"Census","Income"
"48833",2021-07-01,"2021","Average Household Income After Taxes",79200,"Census","Income"
"48833",2021-07-01,"2021","Median Household Income After Taxes",69000,"Census","Income"
