"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"47745",2006-07-01,"2006","Average Household Income Before Taxes",59069,"Census","Income"
"47745",2006-07-01,"2006","Median Household Income Before Taxes",46053,"Census","Income"
"47745",2006-07-01,"2006","Average Household Income After Taxes",49539,"Census","Income"
"47745",2006-07-01,"2006","Median Household Income After Taxes",40643,"Census","Income"
"47745",2011-07-01,"2011","Average Household Income Before Taxes",72475,"Census","Income"
"47745",2011-07-01,"2011","Median Household Income Before Taxes",57764,"Census","Income"
"47745",2011-07-01,"2011","Average Household Income After Taxes",61766,"Census","Income"
"47745",2011-07-01,"2011","Median Household Income After Taxes",51225,"Census","Income"
"47745",2016-07-01,"2016","Average Household Income Before Taxes",87612,"Census","Income"
"47745",2016-07-01,"2016","Median Household Income Before Taxes",71019,"Census","Income"
"47745",2016-07-01,"2016","Average Household Income After Taxes",73927,"Census","Income"
"47745",2016-07-01,"2016","Median Household Income After Taxes",62814,"Census","Income"
"47745",2021-07-01,"2021","Average Household Income Before Taxes",95500,"Census","Income"
"47745",2021-07-01,"2021","Median Household Income Before Taxes",77500,"Census","Income"
"47745",2021-07-01,"2021","Average Household Income After Taxes",82000,"Census","Income"
"47745",2021-07-01,"2021","Median Household Income After Taxes",69500,"Census","Income"
