"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"12215",2006-07-01,"2006","Average Household Income Before Taxes",52590,"Census","Income"
"12215",2006-07-01,"2006","Median Household Income Before Taxes",43154,"Census","Income"
"12215",2006-07-01,"2006","Average Household Income After Taxes",44336,"Census","Income"
"12215",2006-07-01,"2006","Median Household Income After Taxes",38494,"Census","Income"
"12215",2011-07-01,"2011","Average Household Income Before Taxes",59796,"Census","Income"
"12215",2011-07-01,"2011","Median Household Income Before Taxes",50753,"Census","Income"
"12215",2011-07-01,"2011","Average Household Income After Taxes",51028,"Census","Income"
"12215",2011-07-01,"2011","Median Household Income After Taxes",44534,"Census","Income"
"12215",2016-07-01,"2016","Average Household Income Before Taxes",68866,"Census","Income"
"12215",2016-07-01,"2016","Median Household Income Before Taxes",55440,"Census","Income"
"12215",2016-07-01,"2016","Average Household Income After Taxes",57843,"Census","Income"
"12215",2016-07-01,"2016","Median Household Income After Taxes",49437,"Census","Income"
"12215",2021-07-01,"2021","Average Household Income Before Taxes",80500,"Census","Income"
"12215",2021-07-01,"2021","Median Household Income Before Taxes",66000,"Census","Income"
"12215",2021-07-01,"2021","Average Household Income After Taxes",67700,"Census","Income"
"12215",2021-07-01,"2021","Median Household Income After Taxes",58400,"Census","Income"
