"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59950",2006-07-01,"2006","Average Household Income Before Taxes",62971,"Census","Income"
"59950",2006-07-01,"2006","Median Household Income Before Taxes",55674,"Census","Income"
"59950",2006-07-01,"2006","Average Household Income After Taxes",53557,"Census","Income"
"59950",2006-07-01,"2006","Median Household Income After Taxes",48239,"Census","Income"
"59950",2011-07-01,"2011","Average Household Income Before Taxes",69628,"Census","Income"
"59950",2011-07-01,"2011","Median Household Income Before Taxes",59870,"Census","Income"
"59950",2011-07-01,"2011","Average Household Income After Taxes",60603,"Census","Income"
"59950",2011-07-01,"2011","Median Household Income After Taxes",53523,"Census","Income"
"59950",2016-07-01,"2016","Average Household Income Before Taxes",82225,"Census","Income"
"59950",2016-07-01,"2016","Median Household Income Before Taxes",72197,"Census","Income"
"59950",2016-07-01,"2016","Average Household Income After Taxes",69811,"Census","Income"
"59950",2016-07-01,"2016","Median Household Income After Taxes",63053,"Census","Income"
"59950",2021-07-01,"2021","Average Household Income Before Taxes",94200,"Census","Income"
"59950",2021-07-01,"2021","Median Household Income Before Taxes",80000,"Census","Income"
"59950",2021-07-01,"2021","Average Household Income After Taxes",81700,"Census","Income"
"59950",2021-07-01,"2021","Median Household Income After Taxes",72500,"Census","Income"
