"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"61995",2006-07-01,"2006","Average Household Income Before Taxes",111419,"Census","Income"
"61995",2006-07-01,"2006","Median Household Income Before Taxes",100468,"Census","Income"
"61995",2006-07-01,"2006","Average Household Income After Taxes",91150,"Census","Income"
"61995",2006-07-01,"2006","Median Household Income After Taxes",84454,"Census","Income"
"61995",2011-07-01,"2011","Average Household Income Before Taxes",134265,"Census","Income"
"61995",2011-07-01,"2011","Median Household Income Before Taxes",123464,"Census","Income"
"61995",2011-07-01,"2011","Average Household Income After Taxes",110853,"Census","Income"
"61995",2011-07-01,"2011","Median Household Income After Taxes",104701,"Census","Income"
"61995",2016-07-01,"2016","Average Household Income Before Taxes",159434,"Census","Income"
"61995",2016-07-01,"2016","Median Household Income Before Taxes",142854,"Census","Income"
"61995",2016-07-01,"2016","Average Household Income After Taxes",129980,"Census","Income"
"61995",2016-07-01,"2016","Median Household Income After Taxes",119793,"Census","Income"
"61995",2021-07-01,"2021","Average Household Income Before Taxes",165400,"Census","Income"
"61995",2021-07-01,"2021","Median Household Income Before Taxes",147000,"Census","Income"
"61995",2021-07-01,"2021","Average Household Income After Taxes",137000,"Census","Income"
"61995",2021-07-01,"2021","Median Household Income After Taxes",124000,"Census","Income"
