"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35502",2006-07-01,"2006","Average Household Income Before Taxes",45664,"Census","Income"
"35502",2006-07-01,"2006","Median Household Income Before Taxes",35218,"Census","Income"
"35502",2006-07-01,"2006","Average Household Income After Taxes",39719,"Census","Income"
"35502",2006-07-01,"2006","Median Household Income After Taxes",32560,"Census","Income"
"35502",2011-07-01,"2011","Average Household Income Before Taxes",50959,"Census","Income"
"35502",2011-07-01,"2011","Median Household Income Before Taxes",39766,"Census","Income"
"35502",2011-07-01,"2011","Average Household Income After Taxes",45181,"Census","Income"
"35502",2011-07-01,"2011","Median Household Income After Taxes",36798,"Census","Income"
"35502",2016-07-01,"2016","Average Household Income Before Taxes",56260,"Census","Income"
"35502",2016-07-01,"2016","Median Household Income Before Taxes",42141,"Census","Income"
"35502",2016-07-01,"2016","Average Household Income After Taxes",49135,"Census","Income"
"35502",2016-07-01,"2016","Median Household Income After Taxes",39538,"Census","Income"
"35502",2021-07-01,"2021","Average Household Income Before Taxes",67800,"Census","Income"
"35502",2021-07-01,"2021","Median Household Income Before Taxes",53600,"Census","Income"
"35502",2021-07-01,"2021","Average Household Income After Taxes",59250,"Census","Income"
"35502",2021-07-01,"2021","Median Household Income After Taxes",49600,"Census","Income"
