"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35566",2006-07-01,"2006","Average Household Income Before Taxes",58984,"Census","Income"
"35566",2006-07-01,"2006","Median Household Income Before Taxes",46971,"Census","Income"
"35566",2006-07-01,"2006","Average Household Income After Taxes",49625,"Census","Income"
"35566",2006-07-01,"2006","Median Household Income After Taxes",41906,"Census","Income"
"35566",2011-07-01,"2011","Average Household Income Before Taxes",68410,"Census","Income"
"35566",2011-07-01,"2011","Median Household Income Before Taxes",54673,"Census","Income"
"35566",2011-07-01,"2011","Average Household Income After Taxes",59011,"Census","Income"
"35566",2011-07-01,"2011","Median Household Income After Taxes",49693,"Census","Income"
"35566",2016-07-01,"2016","Average Household Income Before Taxes",74928,"Census","Income"
"35566",2016-07-01,"2016","Median Household Income Before Taxes",58049,"Census","Income"
"35566",2016-07-01,"2016","Average Household Income After Taxes",64148,"Census","Income"
"35566",2016-07-01,"2016","Median Household Income After Taxes",52667,"Census","Income"
"35566",2021-07-01,"2021","Average Household Income Before Taxes",89500,"Census","Income"
"35566",2021-07-01,"2021","Median Household Income Before Taxes",71000,"Census","Income"
"35566",2021-07-01,"2021","Average Household Income After Taxes",76400,"Census","Income"
"35566",2021-07-01,"2021","Median Household Income After Taxes",64000,"Census","Income"
