"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59915",2006-07-01,"2006","Average Household Income Before Taxes",64515,"Census","Income"
"59915",2006-07-01,"2006","Median Household Income Before Taxes",50308,"Census","Income"
"59915",2006-07-01,"2006","Average Household Income After Taxes",54580,"Census","Income"
"59915",2006-07-01,"2006","Median Household Income After Taxes",44895,"Census","Income"
"59915",2011-07-01,"2011","Average Household Income Before Taxes",74998,"Census","Income"
"59915",2011-07-01,"2011","Median Household Income Before Taxes",59456,"Census","Income"
"59915",2011-07-01,"2011","Average Household Income After Taxes",64828,"Census","Income"
"59915",2011-07-01,"2011","Median Household Income After Taxes",53744,"Census","Income"
"59915",2016-07-01,"2016","Average Household Income Before Taxes",91999,"Census","Income"
"59915",2016-07-01,"2016","Median Household Income Before Taxes",71097,"Census","Income"
"59915",2016-07-01,"2016","Average Household Income After Taxes",76735,"Census","Income"
"59915",2016-07-01,"2016","Median Household Income After Taxes",62462,"Census","Income"
"59915",2021-07-01,"2021","Average Household Income Before Taxes",106900,"Census","Income"
"59915",2021-07-01,"2021","Median Household Income Before Taxes",85000,"Census","Income"
"59915",2021-07-01,"2021","Average Household Income After Taxes",90000,"Census","Income"
"59915",2021-07-01,"2021","Median Household Income After Taxes",75500,"Census","Income"
