"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48831",2016-07-01,"2016","Average Household Income Before Taxes",121521,"Census","Income"
"48831",2016-07-01,"2016","Median Household Income Before Taxes",99202,"Census","Income"
"48831",2016-07-01,"2016","Average Household Income After Taxes",97841,"Census","Income"
"48831",2016-07-01,"2016","Median Household Income After Taxes",83688,"Census","Income"
"48831",2021-07-01,"2021","Average Household Income Before Taxes",108000,"Census","Income"
"48831",2021-07-01,"2021","Median Household Income Before Taxes",93000,"Census","Income"
"48831",2021-07-01,"2021","Average Household Income After Taxes",90100,"Census","Income"
"48831",2021-07-01,"2021","Median Household Income After Taxes",81000,"Census","Income"
