"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35521",2006-07-01,"2006","Average Household Income Before Taxes",69185,"Census","Income"
"35521",2006-07-01,"2006","Median Household Income Before Taxes",55531,"Census","Income"
"35521",2006-07-01,"2006","Average Household Income After Taxes",57099,"Census","Income"
"35521",2006-07-01,"2006","Median Household Income After Taxes",48300,"Census","Income"
"35521",2011-07-01,"2011","Average Household Income Before Taxes",77872,"Census","Income"
"35521",2011-07-01,"2011","Median Household Income Before Taxes",63564,"Census","Income"
"35521",2011-07-01,"2011","Average Household Income After Taxes",65742,"Census","Income"
"35521",2011-07-01,"2011","Median Household Income After Taxes",56108,"Census","Income"
"35521",2016-07-01,"2016","Average Household Income Before Taxes",88727,"Census","Income"
"35521",2016-07-01,"2016","Median Household Income Before Taxes",71113,"Census","Income"
"35521",2016-07-01,"2016","Average Household Income After Taxes",74306,"Census","Income"
"35521",2016-07-01,"2016","Median Household Income After Taxes",62741,"Census","Income"
"35521",2021-07-01,"2021","Average Household Income Before Taxes",103000,"Census","Income"
"35521",2021-07-01,"2021","Median Household Income Before Taxes",83000,"Census","Income"
"35521",2021-07-01,"2021","Average Household Income After Taxes",86300,"Census","Income"
"35521",2021-07-01,"2021","Median Household Income After Taxes",73500,"Census","Income"
