"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35535",2006-07-01,"2006","15 - 24",41140,"Census","All Households"
"35535",2006-07-01,"2006","25 - 34",261365,"Census","All Households"
"35535",2006-07-01,"2006","35 - 44",443080,"Census","All Households"
"35535",2006-07-01,"2006","45 - 54",425515,"Census","All Households"
"35535",2006-07-01,"2006","55 - 64",291105,"Census","All Households"
"35535",2006-07-01,"2006","Total 65+",339055,"Census","All Households"
"35535",2006-07-01,"2006","Total",1801255,"Census","All Households"
"35535",2011-07-01,"2011","15 - 24",47145,"Census","All Households"
"35535",2011-07-01,"2011","25 - 34",276760,"Census","All Households"
"35535",2011-07-01,"2011","35 - 44",421265,"Census","All Households"
"35535",2011-07-01,"2011","45 - 54",487830,"Census","All Households"
"35535",2011-07-01,"2011","55 - 64",360650,"Census","All Households"
"35535",2011-07-01,"2011","Total 65+",396040,"Census","All Households"
"35535",2011-07-01,"2011","Total",1989695,"Census","All Households"
"35535",2016-07-01,"2016","15 - 24",48550,"Census","All Households"
"35535",2016-07-01,"2016","25 - 34",296120,"Census","All Households"
"35535",2016-07-01,"2016","35 - 44",406810,"Census","All Households"
"35535",2016-07-01,"2016","45 - 54",497290,"Census","All Households"
"35535",2016-07-01,"2016","55 - 64",414990,"Census","All Households"
"35535",2016-07-01,"2016","Total 65+",472145,"Census","All Households"
"35535",2016-07-01,"2016","Total",2135910,"Census","All Households"
"35535",2021-07-01,"2021","15 - 24",46980,"Census","All Households"
"35535",2021-07-01,"2021","25 - 34",311125,"Census","All Households"
"35535",2021-07-01,"2021","35 - 44",417780,"Census","All Households"
"35535",2021-07-01,"2021","45 - 54",459580,"Census","All Households"
"35535",2021-07-01,"2021","55 - 64",463850,"Census","All Households"
"35535",2021-07-01,"2021","Total 65+",563165,"Census","All Households"
"35535",2021-07-01,"2021","Total",2262475,"Census","All Households"
