"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"10011",2006-07-01,"2006","0 - 14",1730,"Census","All Households"
"10011",2006-07-01,"2006","15 - 24",1225,"Census","All Households"
"10011",2006-07-01,"2006","25 - 34",1220,"Census","All Households"
"10011",2006-07-01,"2006","35 - 44",1685,"Census","All Households"
"10011",2006-07-01,"2006","45 - 54",1565,"Census","All Households"
"10011",2006-07-01,"2006","55 - 64",1075,"Census","All Households"
"10011",2006-07-01,"2006","Total 65+",1450,"Census","All Households"
"10011",2006-07-01,"2006","Total",9950,"Census","All Households"
"10011",2011-07-01,"2011","0 - 14",1975,"Census","All Households"
"10011",2011-07-01,"2011","15 - 24",1175,"Census","All Households"
"10011",2011-07-01,"2011","25 - 34",1340,"Census","All Households"
"10011",2011-07-01,"2011","35 - 44",1785,"Census","All Households"
"10011",2011-07-01,"2011","45 - 54",1735,"Census","All Households"
"10011",2011-07-01,"2011","55 - 64",1385,"Census","All Households"
"10011",2011-07-01,"2011","Total 65+",1665,"Census","All Households"
"10011",2011-07-01,"2011","Total",11050,"Census","All Households"
"10011",2016-07-01,"2016","0 - 14",2170,"Census","All Households"
"10011",2016-07-01,"2016","15 - 24",1405,"Census","All Households"
"10011",2016-07-01,"2016","25 - 34",1485,"Census","All Households"
"10011",2016-07-01,"2016","35 - 44",1800,"Census","All Households"
"10011",2016-07-01,"2016","45 - 54",2130,"Census","All Households"
"10011",2016-07-01,"2016","55 - 64",1815,"Census","All Households"
"10011",2016-07-01,"2016","Total 65+",2165,"Census","All Households"
"10011",2016-07-01,"2016","Total",12965,"Census","All Households"
"10011",2021-07-01,"2021","0 - 14",2015,"Census","All Households"
"10011",2021-07-01,"2021","15 - 24",1470,"Census","All Households"
"10011",2021-07-01,"2021","25 - 34",1425,"Census","All Households"
"10011",2021-07-01,"2021","35 - 44",1615,"Census","All Households"
"10011",2021-07-01,"2021","45 - 54",2090,"Census","All Households"
"10011",2021-07-01,"2021","55 - 64",1925,"Census","All Households"
"10011",2021-07-01,"2021","Total 65+",2530,"Census","All Households"
"10011",2021-07-01,"2021","Total",13080,"Census","All Households"
