"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35533",2006-07-01,"2006","0 - 14",2335,"Census","All Households"
"35533",2006-07-01,"2006","15 - 24",1490,"Census","All Households"
"35533",2006-07-01,"2006","25 - 34",1390,"Census","All Households"
"35533",2006-07-01,"2006","35 - 44",1950,"Census","All Households"
"35533",2006-07-01,"2006","45 - 54",1805,"Census","All Households"
"35533",2006-07-01,"2006","55 - 64",1180,"Census","All Households"
"35533",2006-07-01,"2006","Total 65+",1605,"Census","All Households"
"35533",2006-07-01,"2006","Total",11760,"Census","All Households"
"35533",2011-07-01,"2011","0 - 14",2290,"Census","All Households"
"35533",2011-07-01,"2011","15 - 24",1545,"Census","All Households"
"35533",2011-07-01,"2011","25 - 34",1415,"Census","All Households"
"35533",2011-07-01,"2011","35 - 44",1640,"Census","All Households"
"35533",2011-07-01,"2011","45 - 54",2070,"Census","All Households"
"35533",2011-07-01,"2011","55 - 64",1455,"Census","All Households"
"35533",2011-07-01,"2011","Total 65+",1735,"Census","All Households"
"35533",2011-07-01,"2011","Total",12150,"Census","All Households"
"35533",2016-07-01,"2016","0 - 14",2335,"Census","All Households"
"35533",2016-07-01,"2016","15 - 24",1570,"Census","All Households"
"35533",2016-07-01,"2016","25 - 34",1530,"Census","All Households"
"35533",2016-07-01,"2016","35 - 44",1580,"Census","All Households"
"35533",2016-07-01,"2016","45 - 54",1935,"Census","All Households"
"35533",2016-07-01,"2016","55 - 64",1770,"Census","All Households"
"35533",2016-07-01,"2016","Total 65+",1865,"Census","All Households"
"35533",2016-07-01,"2016","Total",12580,"Census","All Households"
"35533",2021-07-01,"2021","0 - 14",2500,"Census","All Households"
"35533",2021-07-01,"2021","15 - 24",1530,"Census","All Households"
"35533",2021-07-01,"2021","25 - 34",1730,"Census","All Households"
"35533",2021-07-01,"2021","35 - 44",1780,"Census","All Households"
"35533",2021-07-01,"2021","45 - 54",1760,"Census","All Households"
"35533",2021-07-01,"2021","55 - 64",2025,"Census","All Households"
"35533",2021-07-01,"2021","Total 65+",2220,"Census","All Households"
"35533",2021-07-01,"2021","Total",13545,"Census","All Households"
