"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48831",2016-07-01,"2016","0 - 14",3420,"Census","All Households"
"48831",2016-07-01,"2016","15 - 24",1965,"Census","All Households"
"48831",2016-07-01,"2016","25 - 34",2705,"Census","All Households"
"48831",2016-07-01,"2016","35 - 44",2345,"Census","All Households"
"48831",2016-07-01,"2016","45 - 54",1915,"Census","All Households"
"48831",2016-07-01,"2016","55 - 64",1620,"Census","All Households"
"48831",2016-07-01,"2016","Total 65+",1170,"Census","All Households"
"48831",2016-07-01,"2016","Total",15145,"Census","All Households"
"48831",2021-07-01,"2021","0 - 14",3495,"Census","All Households"
"48831",2021-07-01,"2021","15 - 24",2030,"Census","All Households"
"48831",2021-07-01,"2021","25 - 34",2350,"Census","All Households"
"48831",2021-07-01,"2021","35 - 44",2660,"Census","All Households"
"48831",2021-07-01,"2021","45 - 54",2070,"Census","All Households"
"48831",2021-07-01,"2021","55 - 64",1985,"Census","All Households"
"48831",2021-07-01,"2021","Total 65+",1840,"Census","All Households"
"48831",2021-07-01,"2021","Total",16435,"Census","All Households"
