"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59938",2006-07-01,"2006","0 - 14",14325,"Census","All Households"
"59938",2006-07-01,"2006","15 - 24",12465,"Census","All Households"
"59938",2006-07-01,"2006","25 - 34",9375,"Census","All Households"
"59938",2006-07-01,"2006","35 - 44",12485,"Census","All Households"
"59938",2006-07-01,"2006","45 - 54",15085,"Census","All Households"
"59938",2006-07-01,"2006","55 - 64",12595,"Census","All Households"
"59938",2006-07-01,"2006","Total 65+",16030,"Census","All Households"
"59938",2006-07-01,"2006","Total",92360,"Census","All Households"
"59938",2011-07-01,"2011","0 - 14",14140,"Census","All Households"
"59938",2011-07-01,"2011","15 - 24",12025,"Census","All Households"
"59938",2011-07-01,"2011","25 - 34",11030,"Census","All Households"
"59938",2011-07-01,"2011","35 - 44",11545,"Census","All Households"
"59938",2011-07-01,"2011","45 - 54",15380,"Census","All Households"
"59938",2011-07-01,"2011","55 - 64",15110,"Census","All Households"
"59938",2011-07-01,"2011","Total 65+",18795,"Census","All Households"
"59938",2011-07-01,"2011","Total",98020,"Census","All Households"
"59938",2016-07-01,"2016","0 - 14",15115,"Census","All Households"
"59938",2016-07-01,"2016","15 - 24",11600,"Census","All Households"
"59938",2016-07-01,"2016","25 - 34",12450,"Census","All Households"
"59938",2016-07-01,"2016","35 - 44",11675,"Census","All Households"
"59938",2016-07-01,"2016","45 - 54",13930,"Census","All Households"
"59938",2016-07-01,"2016","55 - 64",16265,"Census","All Households"
"59938",2016-07-01,"2016","Total 65+",20960,"Census","All Households"
"59938",2016-07-01,"2016","Total",101990,"Census","All Households"
"59938",2021-07-01,"2021","0 - 14",16360,"Census","All Households"
"59938",2021-07-01,"2021","15 - 24",11700,"Census","All Households"
"59938",2021-07-01,"2021","25 - 34",14185,"Census","All Households"
"59938",2021-07-01,"2021","35 - 44",14230,"Census","All Households"
"59938",2021-07-01,"2021","45 - 54",13450,"Census","All Households"
"59938",2021-07-01,"2021","55 - 64",16415,"Census","All Households"
"59938",2021-07-01,"2021","Total 65+",26070,"Census","All Households"
"59938",2021-07-01,"2021","Total",112410,"Census","All Households"
