"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48840",2006-07-01,"2006","0 - 14",5815,"Census","All Households"
"48840",2006-07-01,"2006","15 - 24",4825,"Census","All Households"
"48840",2006-07-01,"2006","25 - 34",4540,"Census","All Households"
"48840",2006-07-01,"2006","35 - 44",3830,"Census","All Households"
"48840",2006-07-01,"2006","45 - 54",3600,"Census","All Households"
"48840",2006-07-01,"2006","55 - 64",1990,"Census","All Households"
"48840",2006-07-01,"2006","Total 65+",2415,"Census","All Households"
"48840",2006-07-01,"2006","Total",27025,"Census","All Households"
"48840",2011-07-01,"2011","0 - 14",6685,"Census","All Households"
"48840",2011-07-01,"2011","15 - 24",4770,"Census","All Households"
"48840",2011-07-01,"2011","25 - 34",5545,"Census","All Households"
"48840",2011-07-01,"2011","35 - 44",4240,"Census","All Households"
"48840",2011-07-01,"2011","45 - 54",4155,"Census","All Households"
"48840",2011-07-01,"2011","55 - 64",2680,"Census","All Households"
"48840",2011-07-01,"2011","Total 65+",2725,"Census","All Households"
"48840",2011-07-01,"2011","Total",30800,"Census","All Households"
"48840",2016-07-01,"2016","0 - 14",7845,"Census","All Households"
"48840",2016-07-01,"2016","15 - 24",4455,"Census","All Households"
"48840",2016-07-01,"2016","25 - 34",6295,"Census","All Households"
"48840",2016-07-01,"2016","35 - 44",5285,"Census","All Households"
"48840",2016-07-01,"2016","45 - 54",4240,"Census","All Households"
"48840",2016-07-01,"2016","55 - 64",3310,"Census","All Households"
"48840",2016-07-01,"2016","Total 65+",2655,"Census","All Households"
"48840",2016-07-01,"2016","Total",34085,"Census","All Households"
"48840",2021-07-01,"2021","0 - 14",8140,"Census","All Households"
"48840",2021-07-01,"2021","15 - 24",4685,"Census","All Households"
"48840",2021-07-01,"2021","25 - 34",5015,"Census","All Households"
"48840",2021-07-01,"2021","35 - 44",6010,"Census","All Households"
"48840",2021-07-01,"2021","45 - 54",4475,"Census","All Households"
"48840",2021-07-01,"2021","55 - 64",3870,"Census","All Households"
"48840",2021-07-01,"2021","Total 65+",3730,"Census","All Households"
"48840",2021-07-01,"2021","Total",35920,"Census","All Households"
