"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24430",2006-07-01,"2006","0 - 14",3340,"Census","All Households"
"24430",2006-07-01,"2006","15 - 24",2860,"Census","All Households"
"24430",2006-07-01,"2006","25 - 34",2480,"Census","All Households"
"24430",2006-07-01,"2006","35 - 44",3080,"Census","All Households"
"24430",2006-07-01,"2006","45 - 54",4460,"Census","All Households"
"24430",2006-07-01,"2006","55 - 64",4130,"Census","All Households"
"24430",2006-07-01,"2006","Total 65+",5755,"Census","All Households"
"24430",2006-07-01,"2006","Total",26105,"Census","All Households"
"24430",2011-07-01,"2011","0 - 14",3570,"Census","All Households"
"24430",2011-07-01,"2011","15 - 24",2780,"Census","All Households"
"24430",2011-07-01,"2011","25 - 34",2735,"Census","All Households"
"24430",2011-07-01,"2011","35 - 44",2725,"Census","All Households"
"24430",2011-07-01,"2011","45 - 54",4315,"Census","All Households"
"24430",2011-07-01,"2011","55 - 64",4925,"Census","All Households"
"24430",2011-07-01,"2011","Total 65+",6920,"Census","All Households"
"24430",2011-07-01,"2011","Total",27965,"Census","All Households"
"24430",2016-07-01,"2016","0 - 14",3795,"Census","All Households"
"24430",2016-07-01,"2016","15 - 24",2625,"Census","All Households"
"24430",2016-07-01,"2016","25 - 34",2420,"Census","All Households"
"24430",2016-07-01,"2016","35 - 44",3020,"Census","All Households"
"24430",2016-07-01,"2016","45 - 54",3435,"Census","All Households"
"24430",2016-07-01,"2016","55 - 64",4885,"Census","All Households"
"24430",2016-07-01,"2016","Total 65+",6895,"Census","All Households"
"24430",2016-07-01,"2016","Total",27060,"Census","All Households"
"24430",2021-07-01,"2021","0 - 14",3840,"Census","All Households"
"24430",2021-07-01,"2021","15 - 24",2295,"Census","All Households"
"24430",2021-07-01,"2021","25 - 34",2645,"Census","All Households"
"24430",2021-07-01,"2021","35 - 44",2945,"Census","All Households"
"24430",2021-07-01,"2021","45 - 54",2820,"Census","All Households"
"24430",2021-07-01,"2021","55 - 64",4395,"Census","All Households"
"24430",2021-07-01,"2021","Total 65+",7490,"Census","All Households"
"24430",2021-07-01,"2021","Total",26430,"Census","All Households"
