"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59907",2006-07-01,"2006","0 - 14",1505,"Census","All Households"
"59907",2006-07-01,"2006","15 - 24",1240,"Census","All Households"
"59907",2006-07-01,"2006","25 - 34",1185,"Census","All Households"
"59907",2006-07-01,"2006","35 - 44",1345,"Census","All Households"
"59907",2006-07-01,"2006","45 - 54",1515,"Census","All Households"
"59907",2006-07-01,"2006","55 - 64",1065,"Census","All Households"
"59907",2006-07-01,"2006","Total 65+",1395,"Census","All Households"
"59907",2006-07-01,"2006","Total",9260,"Census","All Households"
"59907",2011-07-01,"2011","0 - 14",1620,"Census","All Households"
"59907",2011-07-01,"2011","15 - 24",1250,"Census","All Households"
"59907",2011-07-01,"2011","25 - 34",1370,"Census","All Households"
"59907",2011-07-01,"2011","35 - 44",1435,"Census","All Households"
"59907",2011-07-01,"2011","45 - 54",1535,"Census","All Households"
"59907",2011-07-01,"2011","55 - 64",1450,"Census","All Households"
"59907",2011-07-01,"2011","Total 65+",1570,"Census","All Households"
"59907",2011-07-01,"2011","Total",10230,"Census","All Households"
"59907",2016-07-01,"2016","0 - 14",2695,"Census","All Households"
"59907",2016-07-01,"2016","15 - 24",1810,"Census","All Households"
"59907",2016-07-01,"2016","25 - 34",2065,"Census","All Households"
"59907",2016-07-01,"2016","35 - 44",2595,"Census","All Households"
"59907",2016-07-01,"2016","45 - 54",2505,"Census","All Households"
"59907",2016-07-01,"2016","55 - 64",2975,"Census","All Households"
"59907",2016-07-01,"2016","Total 65+",3310,"Census","All Households"
"59907",2016-07-01,"2016","Total",17955,"Census","All Households"
"59907",2021-07-01,"2021","0 - 14",2670,"Census","All Households"
"59907",2021-07-01,"2021","15 - 24",1650,"Census","All Households"
"59907",2021-07-01,"2021","25 - 34",2480,"Census","All Households"
"59907",2021-07-01,"2021","35 - 44",2675,"Census","All Households"
"59907",2021-07-01,"2021","45 - 54",2565,"Census","All Households"
"59907",2021-07-01,"2021","55 - 64",2690,"Census","All Households"
"59907",2021-07-01,"2021","Total 65+",3985,"Census","All Households"
"59907",2021-07-01,"2021","Total",18715,"Census","All Households"
