"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24410",2006-07-01,"2006","0 - 14",5250,"Census","All Households"
"24410",2006-07-01,"2006","15 - 24",4340,"Census","All Households"
"24410",2006-07-01,"2006","25 - 34",3490,"Census","All Households"
"24410",2006-07-01,"2006","35 - 44",4425,"Census","All Households"
"24410",2006-07-01,"2006","45 - 54",6050,"Census","All Households"
"24410",2006-07-01,"2006","55 - 64",4055,"Census","All Households"
"24410",2006-07-01,"2006","Total 65+",5000,"Census","All Households"
"24410",2006-07-01,"2006","Total",32600,"Census","All Households"
"24410",2011-07-01,"2011","0 - 14",5020,"Census","All Households"
"24410",2011-07-01,"2011","15 - 24",4070,"Census","All Households"
"24410",2011-07-01,"2011","25 - 34",3855,"Census","All Households"
"24410",2011-07-01,"2011","35 - 44",3470,"Census","All Households"
"24410",2011-07-01,"2011","45 - 54",5845,"Census","All Households"
"24410",2011-07-01,"2011","55 - 64",4880,"Census","All Households"
"24410",2011-07-01,"2011","Total 65+",5885,"Census","All Households"
"24410",2011-07-01,"2011","Total",33015,"Census","All Households"
"24410",2016-07-01,"2016","0 - 14",5245,"Census","All Households"
"24410",2016-07-01,"2016","15 - 24",3445,"Census","All Households"
"24410",2016-07-01,"2016","25 - 34",3470,"Census","All Households"
"24410",2016-07-01,"2016","35 - 44",3585,"Census","All Households"
"24410",2016-07-01,"2016","45 - 54",4430,"Census","All Households"
"24410",2016-07-01,"2016","55 - 64",5725,"Census","All Households"
"24410",2016-07-01,"2016","Total 65+",5905,"Census","All Households"
"24410",2016-07-01,"2016","Total",31805,"Census","All Households"
"24410",2021-07-01,"2021","0 - 14",4640,"Census","All Households"
"24410",2021-07-01,"2021","15 - 24",2935,"Census","All Households"
"24410",2021-07-01,"2021","25 - 34",3030,"Census","All Households"
"24410",2021-07-01,"2021","35 - 44",3540,"Census","All Households"
"24410",2021-07-01,"2021","45 - 54",3210,"Census","All Households"
"24410",2021-07-01,"2021","55 - 64",5235,"Census","All Households"
"24410",2021-07-01,"2021","Total 65+",6740,"Census","All Households"
"24410",2021-07-01,"2021","Total",29320,"Census","All Households"
