"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59955",2006-07-01,"2006","0 - 14",2710,"Census","All Households"
"59955",2006-07-01,"2006","15 - 24",1900,"Census","All Households"
"59955",2006-07-01,"2006","25 - 34",1405,"Census","All Households"
"59955",2006-07-01,"2006","35 - 44",2020,"Census","All Households"
"59955",2006-07-01,"2006","45 - 54",2305,"Census","All Households"
"59955",2006-07-01,"2006","55 - 64",1635,"Census","All Households"
"59955",2006-07-01,"2006","Total 65+",1410,"Census","All Households"
"59955",2006-07-01,"2006","Total",13390,"Census","All Households"
"59955",2011-07-01,"2011","0 - 14",2510,"Census","All Households"
"59955",2011-07-01,"2011","15 - 24",1840,"Census","All Households"
"59955",2011-07-01,"2011","25 - 34",1410,"Census","All Households"
"59955",2011-07-01,"2011","35 - 44",1775,"Census","All Households"
"59955",2011-07-01,"2011","45 - 54",2180,"Census","All Households"
"59955",2011-07-01,"2011","55 - 64",1790,"Census","All Households"
"59955",2011-07-01,"2011","Total 65+",1540,"Census","All Households"
"59955",2011-07-01,"2011","Total",13055,"Census","All Households"
"59955",2016-07-01,"2016","0 - 14",2300,"Census","All Households"
"59955",2016-07-01,"2016","15 - 24",1615,"Census","All Households"
"59955",2016-07-01,"2016","25 - 34",1610,"Census","All Households"
"59955",2016-07-01,"2016","35 - 44",1550,"Census","All Households"
"59955",2016-07-01,"2016","45 - 54",1815,"Census","All Households"
"59955",2016-07-01,"2016","55 - 64",1915,"Census","All Households"
"59955",2016-07-01,"2016","Total 65+",1710,"Census","All Households"
"59955",2016-07-01,"2016","Total",12515,"Census","All Households"
"59955",2021-07-01,"2021","0 - 14",2335,"Census","All Households"
"59955",2021-07-01,"2021","15 - 24",1580,"Census","All Households"
"59955",2021-07-01,"2021","25 - 34",1995,"Census","All Households"
"59955",2021-07-01,"2021","35 - 44",1585,"Census","All Households"
"59955",2021-07-01,"2021","45 - 54",1740,"Census","All Households"
"59955",2021-07-01,"2021","55 - 64",1930,"Census","All Households"
"59955",2021-07-01,"2021","Total 65+",2130,"Census","All Households"
"59955",2021-07-01,"2021","Total",13300,"Census","All Households"
