"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35537",2006-07-01,"2006","0 - 14",123995,"Census","All Households"
"35537",2006-07-01,"2006","15 - 24",91890,"Census","All Households"
"35537",2006-07-01,"2006","25 - 34",83290,"Census","All Households"
"35537",2006-07-01,"2006","35 - 44",106025,"Census","All Households"
"35537",2006-07-01,"2006","45 - 54",105075,"Census","All Households"
"35537",2006-07-01,"2006","55 - 64",78200,"Census","All Households"
"35537",2006-07-01,"2006","Total 65+",104440,"Census","All Households"
"35537",2006-07-01,"2006","Total",692910,"Census","All Households"
"35537",2011-07-01,"2011","0 - 14",120045,"Census","All Households"
"35537",2011-07-01,"2011","15 - 24",96855,"Census","All Households"
"35537",2011-07-01,"2011","25 - 34",86690,"Census","All Households"
"35537",2011-07-01,"2011","35 - 44",95575,"Census","All Households"
"35537",2011-07-01,"2011","45 - 54",114820,"Census","All Households"
"35537",2011-07-01,"2011","55 - 64",91505,"Census","All Households"
"35537",2011-07-01,"2011","Total 65+",115565,"Census","All Households"
"35537",2011-07-01,"2011","Total",721050,"Census","All Households"
"35537",2016-07-01,"2016","0 - 14",122250,"Census","All Households"
"35537",2016-07-01,"2016","15 - 24",92420,"Census","All Households"
"35537",2016-07-01,"2016","25 - 34",92715,"Census","All Households"
"35537",2016-07-01,"2016","35 - 44",92900,"Census","All Households"
"35537",2016-07-01,"2016","45 - 54",109350,"Census","All Households"
"35537",2016-07-01,"2016","55 - 64",100925,"Census","All Households"
"35537",2016-07-01,"2016","Total 65+",124330,"Census","All Households"
"35537",2016-07-01,"2016","Total",734880,"Census","All Households"
"35537",2021-07-01,"2021","0 - 14",125670,"Census","All Households"
"35537",2021-07-01,"2021","15 - 24",91695,"Census","All Households"
"35537",2021-07-01,"2021","25 - 34",104275,"Census","All Households"
"35537",2021-07-01,"2021","35 - 44",101965,"Census","All Households"
"35537",2021-07-01,"2021","45 - 54",100550,"Census","All Households"
"35537",2021-07-01,"2021","55 - 64",108170,"Census","All Households"
"35537",2021-07-01,"2021","Total 65+",141120,"Census","All Households"
"35537",2021-07-01,"2021","Total",773440,"Census","All Households"
