"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59975",2006-07-01,"2006","15 - 24",330,"Census","All Households"
"59975",2006-07-01,"2006","25 - 34",775,"Census","All Households"
"59975",2006-07-01,"2006","35 - 44",995,"Census","All Households"
"59975",2006-07-01,"2006","45 - 54",970,"Census","All Households"
"59975",2006-07-01,"2006","55 - 64",645,"Census","All Households"
"59975",2006-07-01,"2006","Total 65+",945,"Census","All Households"
"59975",2006-07-01,"2006","Total",4650,"Census","All Households"
"59975",2011-07-01,"2011","15 - 24",410,"Census","All Households"
"59975",2011-07-01,"2011","25 - 34",880,"Census","All Households"
"59975",2011-07-01,"2011","35 - 44",780,"Census","All Households"
"59975",2011-07-01,"2011","45 - 54",975,"Census","All Households"
"59975",2011-07-01,"2011","55 - 64",865,"Census","All Households"
"59975",2011-07-01,"2011","Total 65+",950,"Census","All Households"
"59975",2011-07-01,"2011","Total",4860,"Census","All Households"
"59975",2016-07-01,"2016","15 - 24",350,"Census","All Households"
"59975",2016-07-01,"2016","25 - 34",1130,"Census","All Households"
"59975",2016-07-01,"2016","35 - 44",830,"Census","All Households"
"59975",2016-07-01,"2016","45 - 54",955,"Census","All Households"
"59975",2016-07-01,"2016","55 - 64",835,"Census","All Households"
"59975",2016-07-01,"2016","Total 65+",935,"Census","All Households"
"59975",2016-07-01,"2016","Total",5035,"Census","All Households"
"59975",2021-07-01,"2021","15 - 24",425,"Census","All Households"
"59975",2021-07-01,"2021","25 - 34",1390,"Census","All Households"
"59975",2021-07-01,"2021","35 - 44",1310,"Census","All Households"
"59975",2021-07-01,"2021","45 - 54",1220,"Census","All Households"
"59975",2021-07-01,"2021","55 - 64",1460,"Census","All Households"
"59975",2021-07-01,"2021","Total 65+",1745,"Census","All Households"
"59975",2021-07-01,"2021","Total",7540,"Census","All Households"
