"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"61995",2006-07-01,"2006","15 - 24",425,"Census","All Households"
"61995",2006-07-01,"2006","25 - 34",1455,"Census","All Households"
"61995",2006-07-01,"2006","35 - 44",1805,"Census","All Households"
"61995",2006-07-01,"2006","45 - 54",1810,"Census","All Households"
"61995",2006-07-01,"2006","55 - 64",895,"Census","All Households"
"61995",2006-07-01,"2006","Total 65+",240,"Census","All Households"
"61995",2006-07-01,"2006","Total",6625,"Census","All Households"
"61995",2011-07-01,"2011","15 - 24",340,"Census","All Households"
"61995",2011-07-01,"2011","25 - 34",1665,"Census","All Households"
"61995",2011-07-01,"2011","35 - 44",1575,"Census","All Households"
"61995",2011-07-01,"2011","45 - 54",1855,"Census","All Households"
"61995",2011-07-01,"2011","55 - 64",1085,"Census","All Households"
"61995",2011-07-01,"2011","Total 65+",415,"Census","All Households"
"61995",2011-07-01,"2011","Total",6935,"Census","All Households"
"61995",2016-07-01,"2016","15 - 24",230,"Census","All Households"
"61995",2016-07-01,"2016","25 - 34",1545,"Census","All Households"
"61995",2016-07-01,"2016","35 - 44",1600,"Census","All Households"
"61995",2016-07-01,"2016","45 - 54",1675,"Census","All Households"
"61995",2016-07-01,"2016","55 - 64",1415,"Census","All Households"
"61995",2016-07-01,"2016","Total 65+",665,"Census","All Households"
"61995",2016-07-01,"2016","Total",7130,"Census","All Households"
"61995",2021-07-01,"2021","15 - 24",275,"Census","All Households"
"61995",2021-07-01,"2021","25 - 34",1505,"Census","All Households"
"61995",2021-07-01,"2021","35 - 44",1790,"Census","All Households"
"61995",2021-07-01,"2021","45 - 54",1535,"Census","All Households"
"61995",2021-07-01,"2021","55 - 64",1480,"Census","All Households"
"61995",2021-07-01,"2021","Total 65+",930,"Census","All Households"
"61995",2021-07-01,"2021","Total",7520,"Census","All Households"
