"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24423",2006-07-01,"2006","15 - 24",180,"Census","All Households"
"24423",2006-07-01,"2006","25 - 34",685,"Census","All Households"
"24423",2006-07-01,"2006","35 - 44",920,"Census","All Households"
"24423",2006-07-01,"2006","45 - 54",1120,"Census","All Households"
"24423",2006-07-01,"2006","55 - 64",845,"Census","All Households"
"24423",2006-07-01,"2006","Total 65+",930,"Census","All Households"
"24423",2006-07-01,"2006","Total",4680,"Census","All Households"
"24423",2011-07-01,"2011","15 - 24",235,"Census","All Households"
"24423",2011-07-01,"2011","25 - 34",845,"Census","All Households"
"24423",2011-07-01,"2011","35 - 44",835,"Census","All Households"
"24423",2011-07-01,"2011","45 - 54",1140,"Census","All Households"
"24423",2011-07-01,"2011","55 - 64",1055,"Census","All Households"
"24423",2011-07-01,"2011","Total 65+",1395,"Census","All Households"
"24423",2011-07-01,"2011","Total",5515,"Census","All Households"
"24423",2016-07-01,"2016","15 - 24",200,"Census","All Households"
"24423",2016-07-01,"2016","25 - 34",885,"Census","All Households"
"24423",2016-07-01,"2016","35 - 44",995,"Census","All Households"
"24423",2016-07-01,"2016","45 - 54",1070,"Census","All Households"
"24423",2016-07-01,"2016","55 - 64",1130,"Census","All Households"
"24423",2016-07-01,"2016","Total 65+",1375,"Census","All Households"
"24423",2016-07-01,"2016","Total",5650,"Census","All Households"
"24423",2021-07-01,"2021","15 - 24",115,"Census","All Households"
"24423",2021-07-01,"2021","25 - 34",700,"Census","All Households"
"24423",2021-07-01,"2021","35 - 44",1005,"Census","All Households"
"24423",2021-07-01,"2021","45 - 54",900,"Census","All Households"
"24423",2021-07-01,"2021","55 - 64",1145,"Census","All Households"
"24423",2021-07-01,"2021","Total 65+",1635,"Census","All Households"
"24423",2021-07-01,"2021","Total",5500,"Census","All Households"
