"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48835",2006-07-01,"2006","0 - 14",187290,"Census","All Households"
"48835",2006-07-01,"2006","15 - 24",159355,"Census","All Households"
"48835",2006-07-01,"2006","25 - 34",150315,"Census","All Households"
"48835",2006-07-01,"2006","35 - 44",156905,"Census","All Households"
"48835",2006-07-01,"2006","45 - 54",161720,"Census","All Households"
"48835",2006-07-01,"2006","55 - 64",104530,"Census","All Households"
"48835",2006-07-01,"2006","Total 65+",114825,"Census","All Households"
"48835",2006-07-01,"2006","Total",1034945,"Census","All Households"
"48835",2011-07-01,"2011","0 - 14",204915,"Census","All Households"
"48835",2011-07-01,"2011","15 - 24",164255,"Census","All Households"
"48835",2011-07-01,"2011","25 - 34",185360,"Census","All Households"
"48835",2011-07-01,"2011","35 - 44",162300,"Census","All Households"
"48835",2011-07-01,"2011","45 - 54",177010,"Census","All Households"
"48835",2011-07-01,"2011","55 - 64",133800,"Census","All Households"
"48835",2011-07-01,"2011","Total 65+",132245,"Census","All Households"
"48835",2011-07-01,"2011","Total",1159875,"Census","All Households"
"48835",2016-07-01,"2016","0 - 14",242645,"Census","All Households"
"48835",2016-07-01,"2016","15 - 24",166145,"Census","All Households"
"48835",2016-07-01,"2016","25 - 34",219655,"Census","All Households"
"48835",2016-07-01,"2016","35 - 44",188385,"Census","All Households"
"48835",2016-07-01,"2016","45 - 54",174730,"Census","All Households"
"48835",2016-07-01,"2016","55 - 64",158015,"Census","All Households"
"48835",2016-07-01,"2016","Total 65+",147705,"Census","All Households"
"48835",2016-07-01,"2016","Total",1297280,"Census","All Households"
"48835",2021-07-01,"2021","0 - 14",263330,"Census","All Households"
"48835",2021-07-01,"2021","15 - 24",167195,"Census","All Households"
"48835",2021-07-01,"2021","25 - 34",211545,"Census","All Households"
"48835",2021-07-01,"2021","35 - 44",217665,"Census","All Households"
"48835",2021-07-01,"2021","45 - 54",174460,"Census","All Households"
"48835",2021-07-01,"2021","55 - 64",171900,"Census","All Households"
"48835",2021-07-01,"2021","Total 65+",191655,"Census","All Households"
"48835",2021-07-01,"2021","Total",1397750,"Census","All Households"
