"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"11110",2006-07-01,"2006","15 - 24",255,"Census","All Households"
"11110",2006-07-01,"2006","25 - 34",870,"Census","All Households"
"11110",2006-07-01,"2006","35 - 44",1275,"Census","All Households"
"11110",2006-07-01,"2006","45 - 54",1350,"Census","All Households"
"11110",2006-07-01,"2006","55 - 64",1105,"Census","All Households"
"11110",2006-07-01,"2006","Total 65+",1725,"Census","All Households"
"11110",2006-07-01,"2006","Total",6580,"Census","All Households"
"11110",2011-07-01,"2011","15 - 24",160,"Census","All Households"
"11110",2011-07-01,"2011","25 - 34",890,"Census","All Households"
"11110",2011-07-01,"2011","35 - 44",1095,"Census","All Households"
"11110",2011-07-01,"2011","45 - 54",1490,"Census","All Households"
"11110",2011-07-01,"2011","55 - 64",1515,"Census","All Households"
"11110",2011-07-01,"2011","Total 65+",1825,"Census","All Households"
"11110",2011-07-01,"2011","Total",6975,"Census","All Households"
"11110",2016-07-01,"2016","15 - 24",185,"Census","All Households"
"11110",2016-07-01,"2016","25 - 34",775,"Census","All Households"
"11110",2016-07-01,"2016","35 - 44",1085,"Census","All Households"
"11110",2016-07-01,"2016","45 - 54",1445,"Census","All Households"
"11110",2016-07-01,"2016","55 - 64",1465,"Census","All Households"
"11110",2016-07-01,"2016","Total 65+",2265,"Census","All Households"
"11110",2016-07-01,"2016","Total",7220,"Census","All Households"
"11110",2021-07-01,"2021","15 - 24",265,"Census","All Households"
"11110",2021-07-01,"2021","25 - 34",920,"Census","All Households"
"11110",2021-07-01,"2021","35 - 44",1085,"Census","All Households"
"11110",2021-07-01,"2021","45 - 54",1365,"Census","All Households"
"11110",2021-07-01,"2021","55 - 64",1625,"Census","All Households"
"11110",2021-07-01,"2021","Total 65+",2685,"Census","All Households"
"11110",2021-07-01,"2021","Total",7950,"Census","All Households"
