"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48820",2006-07-01,"2006","0 - 14",4360,"Census","All Households"
"48820",2006-07-01,"2006","15 - 24",2600,"Census","All Households"
"48820",2006-07-01,"2006","25 - 34",2340,"Census","All Households"
"48820",2006-07-01,"2006","35 - 44",2860,"Census","All Households"
"48820",2006-07-01,"2006","45 - 54",2690,"Census","All Households"
"48820",2006-07-01,"2006","55 - 64",1330,"Census","All Households"
"48820",2006-07-01,"2006","Total 65+",960,"Census","All Households"
"48820",2006-07-01,"2006","Total",17145,"Census","All Households"
"48820",2011-07-01,"2011","0 - 14",6070,"Census","All Households"
"48820",2011-07-01,"2011","15 - 24",3220,"Census","All Households"
"48820",2011-07-01,"2011","25 - 34",3315,"Census","All Households"
"48820",2011-07-01,"2011","35 - 44",4075,"Census","All Households"
"48820",2011-07-01,"2011","45 - 54",3665,"Census","All Households"
"48820",2011-07-01,"2011","55 - 64",2355,"Census","All Households"
"48820",2011-07-01,"2011","Total 65+",1810,"Census","All Households"
"48820",2011-07-01,"2011","Total",24515,"Census","All Households"
"48820",2016-07-01,"2016","0 - 14",6955,"Census","All Households"
"48820",2016-07-01,"2016","15 - 24",3600,"Census","All Households"
"48820",2016-07-01,"2016","25 - 34",3330,"Census","All Households"
"48820",2016-07-01,"2016","35 - 44",4715,"Census","All Households"
"48820",2016-07-01,"2016","45 - 54",4125,"Census","All Households"
"48820",2016-07-01,"2016","55 - 64",3150,"Census","All Households"
"48820",2016-07-01,"2016","Total 65+",2645,"Census","All Households"
"48820",2016-07-01,"2016","Total",28520,"Census","All Households"
"48820",2021-07-01,"2021","0 - 14",6575,"Census","All Households"
"48820",2021-07-01,"2021","15 - 24",4020,"Census","All Households"
"48820",2021-07-01,"2021","25 - 34",2665,"Census","All Households"
"48820",2021-07-01,"2021","35 - 44",4565,"Census","All Households"
"48820",2021-07-01,"2021","45 - 54",4480,"Census","All Households"
"48820",2021-07-01,"2021","55 - 64",3600,"Census","All Households"
"48820",2021-07-01,"2021","Total 65+",4115,"Census","All Households"
"48820",2021-07-01,"2021","Total",30020,"Census","All Households"
