"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35571",2006-07-01,"2006","15 - 24",375,"Census","All Households"
"35571",2006-07-01,"2006","25 - 34",1530,"Census","All Households"
"35571",2006-07-01,"2006","35 - 44",2560,"Census","All Households"
"35571",2006-07-01,"2006","45 - 54",3050,"Census","All Households"
"35571",2006-07-01,"2006","55 - 64",2795,"Census","All Households"
"35571",2006-07-01,"2006","Total 65+",3905,"Census","All Households"
"35571",2006-07-01,"2006","Total",14220,"Census","All Households"
"35571",2011-07-01,"2011","15 - 24",245,"Census","All Households"
"35571",2011-07-01,"2011","25 - 34",1380,"Census","All Households"
"35571",2011-07-01,"2011","35 - 44",2055,"Census","All Households"
"35571",2011-07-01,"2011","45 - 54",3350,"Census","All Households"
"35571",2011-07-01,"2011","55 - 64",3255,"Census","All Households"
"35571",2011-07-01,"2011","Total 65+",4430,"Census","All Households"
"35571",2011-07-01,"2011","Total",14715,"Census","All Households"
"35571",2016-07-01,"2016","15 - 24",210,"Census","All Households"
"35571",2016-07-01,"2016","25 - 34",1600,"Census","All Households"
"35571",2016-07-01,"2016","35 - 44",1915,"Census","All Households"
"35571",2016-07-01,"2016","45 - 54",2795,"Census","All Households"
"35571",2016-07-01,"2016","55 - 64",3560,"Census","All Households"
"35571",2016-07-01,"2016","Total 65+",5095,"Census","All Households"
"35571",2016-07-01,"2016","Total",15180,"Census","All Households"
"35571",2021-07-01,"2021","15 - 24",140,"Census","All Households"
"35571",2021-07-01,"2021","25 - 34",1220,"Census","All Households"
"35571",2021-07-01,"2021","35 - 44",1455,"Census","All Households"
"35571",2021-07-01,"2021","45 - 54",1745,"Census","All Households"
"35571",2021-07-01,"2021","55 - 64",2650,"Census","All Households"
"35571",2021-07-01,"2021","Total 65+",4615,"Census","All Households"
"35571",2021-07-01,"2021","Total",11825,"Census","All Households"
