"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24444",2006-07-01,"2006","0 - 14",7335,"Census","All Households"
"24444",2006-07-01,"2006","15 - 24",6400,"Census","All Households"
"24444",2006-07-01,"2006","25 - 34",5290,"Census","All Households"
"24444",2006-07-01,"2006","35 - 44",6880,"Census","All Households"
"24444",2006-07-01,"2006","45 - 54",10330,"Census","All Households"
"24444",2006-07-01,"2006","55 - 64",8415,"Census","All Households"
"24444",2006-07-01,"2006","Total 65+",11790,"Census","All Households"
"24444",2006-07-01,"2006","Total",56430,"Census","All Households"
"24444",2011-07-01,"2011","0 - 14",6555,"Census","All Households"
"24444",2011-07-01,"2011","15 - 24",5715,"Census","All Households"
"24444",2011-07-01,"2011","25 - 34",5465,"Census","All Households"
"24444",2011-07-01,"2011","35 - 44",5285,"Census","All Households"
"24444",2011-07-01,"2011","45 - 54",9590,"Census","All Households"
"24444",2011-07-01,"2011","55 - 64",9565,"Census","All Households"
"24444",2011-07-01,"2011","Total 65+",12830,"Census","All Households"
"24444",2011-07-01,"2011","Total",55005,"Census","All Households"
"24444",2016-07-01,"2016","0 - 14",6840,"Census","All Households"
"24444",2016-07-01,"2016","15 - 24",5000,"Census","All Households"
"24444",2016-07-01,"2016","25 - 34",5070,"Census","All Households"
"24444",2016-07-01,"2016","35 - 44",5485,"Census","All Households"
"24444",2016-07-01,"2016","45 - 54",6885,"Census","All Households"
"24444",2016-07-01,"2016","55 - 64",10300,"Census","All Households"
"24444",2016-07-01,"2016","Total 65+",12595,"Census","All Households"
"24444",2016-07-01,"2016","Total",52180,"Census","All Households"
"24444",2021-07-01,"2021","0 - 14",6290,"Census","All Households"
"24444",2021-07-01,"2021","15 - 24",3820,"Census","All Households"
"24444",2021-07-01,"2021","25 - 34",4675,"Census","All Households"
"24444",2021-07-01,"2021","35 - 44",5200,"Census","All Households"
"24444",2021-07-01,"2021","45 - 54",5025,"Census","All Households"
"24444",2021-07-01,"2021","55 - 64",9080,"Census","All Households"
"24444",2021-07-01,"2021","Total 65+",13545,"Census","All Households"
"24444",2021-07-01,"2021","Total",47640,"Census","All Households"
