"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59918",2006-07-01,"2006","0 - 14",8920,"Census","All Households"
"59918",2006-07-01,"2006","15 - 24",6670,"Census","All Households"
"59918",2006-07-01,"2006","25 - 34",5140,"Census","All Households"
"59918",2006-07-01,"2006","35 - 44",7170,"Census","All Households"
"59918",2006-07-01,"2006","45 - 54",8780,"Census","All Households"
"59918",2006-07-01,"2006","55 - 64",7595,"Census","All Households"
"59918",2006-07-01,"2006","Total 65+",11140,"Census","All Households"
"59918",2006-07-01,"2006","Total",55420,"Census","All Households"
"59918",2011-07-01,"2011","0 - 14",8445,"Census","All Households"
"59918",2011-07-01,"2011","15 - 24",6835,"Census","All Households"
"59918",2011-07-01,"2011","25 - 34",5680,"Census","All Households"
"59918",2011-07-01,"2011","35 - 44",6535,"Census","All Households"
"59918",2011-07-01,"2011","45 - 54",9300,"Census","All Households"
"59918",2011-07-01,"2011","55 - 64",9060,"Census","All Households"
"59918",2011-07-01,"2011","Total 65+",12725,"Census","All Households"
"59918",2011-07-01,"2011","Total",58585,"Census","All Households"
"59918",2016-07-01,"2016","0 - 14",8650,"Census","All Households"
"59918",2016-07-01,"2016","15 - 24",6120,"Census","All Households"
"59918",2016-07-01,"2016","25 - 34",5955,"Census","All Households"
"59918",2016-07-01,"2016","35 - 44",6545,"Census","All Households"
"59918",2016-07-01,"2016","45 - 54",8160,"Census","All Households"
"59918",2016-07-01,"2016","55 - 64",10100,"Census","All Households"
"59918",2016-07-01,"2016","Total 65+",14185,"Census","All Households"
"59918",2016-07-01,"2016","Total",59715,"Census","All Households"
"59918",2021-07-01,"2021","0 - 14",9220,"Census","All Households"
"59918",2021-07-01,"2021","15 - 24",6065,"Census","All Households"
"59918",2021-07-01,"2021","25 - 34",6735,"Census","All Households"
"59918",2021-07-01,"2021","35 - 44",7515,"Census","All Households"
"59918",2021-07-01,"2021","45 - 54",7630,"Census","All Households"
"59918",2021-07-01,"2021","55 - 64",10825,"Census","All Households"
"59918",2021-07-01,"2021","Total 65+",17340,"Census","All Households"
"59918",2021-07-01,"2021","Total",65325,"Census","All Households"
