"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"47755",2006-07-01,"2006","0 - 14",1700,"Census","All Households"
"47755",2006-07-01,"2006","15 - 24",1225,"Census","All Households"
"47755",2006-07-01,"2006","25 - 34",1030,"Census","All Households"
"47755",2006-07-01,"2006","35 - 44",1205,"Census","All Households"
"47755",2006-07-01,"2006","45 - 54",1300,"Census","All Households"
"47755",2006-07-01,"2006","55 - 64",890,"Census","All Households"
"47755",2006-07-01,"2006","Total 65+",2075,"Census","All Households"
"47755",2006-07-01,"2006","Total",9435,"Census","All Households"
"47755",2011-07-01,"2011","0 - 14",1830,"Census","All Households"
"47755",2011-07-01,"2011","15 - 24",1355,"Census","All Households"
"47755",2011-07-01,"2011","25 - 34",1390,"Census","All Households"
"47755",2011-07-01,"2011","35 - 44",1210,"Census","All Households"
"47755",2011-07-01,"2011","45 - 54",1390,"Census","All Households"
"47755",2011-07-01,"2011","55 - 64",1165,"Census","All Households"
"47755",2011-07-01,"2011","Total 65+",2145,"Census","All Households"
"47755",2011-07-01,"2011","Total",10485,"Census","All Households"
"47755",2016-07-01,"2016","0 - 14",2050,"Census","All Households"
"47755",2016-07-01,"2016","15 - 24",1270,"Census","All Households"
"47755",2016-07-01,"2016","25 - 34",1590,"Census","All Households"
"47755",2016-07-01,"2016","35 - 44",1300,"Census","All Households"
"47755",2016-07-01,"2016","45 - 54",1345,"Census","All Households"
"47755",2016-07-01,"2016","55 - 64",1200,"Census","All Households"
"47755",2016-07-01,"2016","Total 65+",1805,"Census","All Households"
"47755",2016-07-01,"2016","Total",10560,"Census","All Households"
"47755",2021-07-01,"2021","0 - 14",2335,"Census","All Households"
"47755",2021-07-01,"2021","15 - 24",1380,"Census","All Households"
"47755",2021-07-01,"2021","25 - 34",1510,"Census","All Households"
"47755",2021-07-01,"2021","35 - 44",1620,"Census","All Households"
"47755",2021-07-01,"2021","45 - 54",1420,"Census","All Households"
"47755",2021-07-01,"2021","55 - 64",1465,"Census","All Households"
"47755",2021-07-01,"2021","Total 65+",2090,"Census","All Households"
"47755",2021-07-01,"2021","Total",11825,"Census","All Households"
