"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59915",2006-07-01,"2006","0 - 14",25525,"Census","All Households"
"59915",2006-07-01,"2006","15 - 24",20815,"Census","All Households"
"59915",2006-07-01,"2006","25 - 34",16805,"Census","All Households"
"59915",2006-07-01,"2006","35 - 44",22345,"Census","All Households"
"59915",2006-07-01,"2006","45 - 54",25350,"Census","All Households"
"59915",2006-07-01,"2006","55 - 64",20595,"Census","All Households"
"59915",2006-07-01,"2006","Total 65+",30845,"Census","All Households"
"59915",2006-07-01,"2006","Total",162275,"Census","All Households"
"59915",2011-07-01,"2011","0 - 14",26345,"Census","All Households"
"59915",2011-07-01,"2011","15 - 24",22685,"Census","All Households"
"59915",2011-07-01,"2011","25 - 34",21055,"Census","All Households"
"59915",2011-07-01,"2011","35 - 44",21755,"Census","All Households"
"59915",2011-07-01,"2011","45 - 54",28140,"Census","All Households"
"59915",2011-07-01,"2011","55 - 64",25400,"Census","All Households"
"59915",2011-07-01,"2011","Total 65+",34455,"Census","All Households"
"59915",2011-07-01,"2011","Total",179835,"Census","All Households"
"59915",2016-07-01,"2016","0 - 14",27560,"Census","All Households"
"59915",2016-07-01,"2016","15 - 24",22500,"Census","All Households"
"59915",2016-07-01,"2016","25 - 34",23760,"Census","All Households"
"59915",2016-07-01,"2016","35 - 44",22075,"Census","All Households"
"59915",2016-07-01,"2016","45 - 54",26780,"Census","All Households"
"59915",2016-07-01,"2016","55 - 64",29630,"Census","All Households"
"59915",2016-07-01,"2016","Total 65+",38260,"Census","All Households"
"59915",2016-07-01,"2016","Total",190565,"Census","All Households"
"59915",2021-07-01,"2021","0 - 14",30560,"Census","All Households"
"59915",2021-07-01,"2021","15 - 24",24610,"Census","All Households"
"59915",2021-07-01,"2021","25 - 34",29030,"Census","All Households"
"59915",2021-07-01,"2021","35 - 44",27780,"Census","All Households"
"59915",2021-07-01,"2021","45 - 54",26290,"Census","All Households"
"59915",2021-07-01,"2021","55 - 64",32725,"Census","All Households"
"59915",2021-07-01,"2021","Total 65+",47535,"Census","All Households"
"59915",2021-07-01,"2021","Total",218525,"Census","All Households"
