"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35547",2006-07-01,"2006","15 - 24",510,"Census","All Households"
"35547",2006-07-01,"2006","25 - 34",2285,"Census","All Households"
"35547",2006-07-01,"2006","35 - 44",4345,"Census","All Households"
"35547",2006-07-01,"2006","45 - 54",5655,"Census","All Households"
"35547",2006-07-01,"2006","55 - 64",4765,"Census","All Households"
"35547",2006-07-01,"2006","Total 65+",6680,"Census","All Households"
"35547",2006-07-01,"2006","Total",24245,"Census","All Households"
"35547",2011-07-01,"2011","15 - 24",495,"Census","All Households"
"35547",2011-07-01,"2011","25 - 34",2345,"Census","All Households"
"35547",2011-07-01,"2011","35 - 44",3690,"Census","All Households"
"35547",2011-07-01,"2011","45 - 54",5425,"Census","All Households"
"35547",2011-07-01,"2011","55 - 64",5645,"Census","All Households"
"35547",2011-07-01,"2011","Total 65+",7455,"Census","All Households"
"35547",2011-07-01,"2011","Total",25045,"Census","All Households"
"35547",2016-07-01,"2016","15 - 24",455,"Census","All Households"
"35547",2016-07-01,"2016","25 - 34",2540,"Census","All Households"
"35547",2016-07-01,"2016","35 - 44",3270,"Census","All Households"
"35547",2016-07-01,"2016","45 - 54",4810,"Census","All Households"
"35547",2016-07-01,"2016","55 - 64",6120,"Census","All Households"
"35547",2016-07-01,"2016","Total 65+",8815,"Census","All Households"
"35547",2016-07-01,"2016","Total",26005,"Census","All Households"
"35547",2021-07-01,"2021","15 - 24",325,"Census","All Households"
"35547",2021-07-01,"2021","25 - 34",2730,"Census","All Households"
"35547",2021-07-01,"2021","35 - 44",3560,"Census","All Households"
"35547",2021-07-01,"2021","45 - 54",4130,"Census","All Households"
"35547",2021-07-01,"2021","55 - 64",6225,"Census","All Households"
"35547",2021-07-01,"2021","Total 65+",10625,"Census","All Households"
"35547",2021-07-01,"2021","Total",27590,"Census","All Households"
