"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59913",2006-07-01,"2006","0 - 14",5930,"Census","All Households"
"59913",2006-07-01,"2006","15 - 24",4755,"Census","All Households"
"59913",2006-07-01,"2006","25 - 34",3750,"Census","All Households"
"59913",2006-07-01,"2006","35 - 44",5140,"Census","All Households"
"59913",2006-07-01,"2006","45 - 54",7015,"Census","All Households"
"59913",2006-07-01,"2006","55 - 64",5970,"Census","All Households"
"59913",2006-07-01,"2006","Total 65+",10755,"Census","All Households"
"59913",2006-07-01,"2006","Total",43315,"Census","All Households"
"59913",2011-07-01,"2011","0 - 14",5325,"Census","All Households"
"59913",2011-07-01,"2011","15 - 24",4390,"Census","All Households"
"59913",2011-07-01,"2011","25 - 34",3980,"Census","All Households"
"59913",2011-07-01,"2011","35 - 44",4300,"Census","All Households"
"59913",2011-07-01,"2011","45 - 54",6735,"Census","All Households"
"59913",2011-07-01,"2011","55 - 64",6705,"Census","All Households"
"59913",2011-07-01,"2011","Total 65+",10925,"Census","All Households"
"59913",2011-07-01,"2011","Total",42360,"Census","All Households"
"59913",2016-07-01,"2016","0 - 14",5135,"Census","All Households"
"59913",2016-07-01,"2016","15 - 24",3970,"Census","All Households"
"59913",2016-07-01,"2016","25 - 34",3885,"Census","All Households"
"59913",2016-07-01,"2016","35 - 44",4245,"Census","All Households"
"59913",2016-07-01,"2016","45 - 54",5665,"Census","All Households"
"59913",2016-07-01,"2016","55 - 64",7560,"Census","All Households"
"59913",2016-07-01,"2016","Total 65+",11650,"Census","All Households"
"59913",2016-07-01,"2016","Total",42110,"Census","All Households"
"59913",2021-07-01,"2021","0 - 14",5510,"Census","All Households"
"59913",2021-07-01,"2021","15 - 24",3860,"Census","All Households"
"59913",2021-07-01,"2021","25 - 34",4605,"Census","All Households"
"59913",2021-07-01,"2021","35 - 44",5100,"Census","All Households"
"59913",2021-07-01,"2021","45 - 54",5290,"Census","All Households"
"59913",2021-07-01,"2021","55 - 64",8145,"Census","All Households"
"59913",2021-07-01,"2021","Total 65+",13655,"Census","All Households"
"59913",2021-07-01,"2021","Total",46155,"Census","All Households"
