"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35598",2006-07-01,"2006","0 - 14",2575,"Census","All Households"
"35598",2006-07-01,"2006","15 - 24",2050,"Census","All Households"
"35598",2006-07-01,"2006","25 - 34",1500,"Census","All Households"
"35598",2006-07-01,"2006","35 - 44",2190,"Census","All Households"
"35598",2006-07-01,"2006","45 - 54",2625,"Census","All Households"
"35598",2006-07-01,"2006","55 - 64",1770,"Census","All Households"
"35598",2006-07-01,"2006","Total 65+",2470,"Census","All Households"
"35598",2006-07-01,"2006","Total",15180,"Census","All Households"
"35598",2011-07-01,"2011","0 - 14",2405,"Census","All Households"
"35598",2011-07-01,"2011","15 - 24",2005,"Census","All Households"
"35598",2011-07-01,"2011","25 - 34",1565,"Census","All Households"
"35598",2011-07-01,"2011","35 - 44",1810,"Census","All Households"
"35598",2011-07-01,"2011","45 - 54",2670,"Census","All Households"
"35598",2011-07-01,"2011","55 - 64",2255,"Census","All Households"
"35598",2011-07-01,"2011","Total 65+",2635,"Census","All Households"
"35598",2011-07-01,"2011","Total",15350,"Census","All Households"
"35598",2016-07-01,"2016","0 - 14",2415,"Census","All Households"
"35598",2016-07-01,"2016","15 - 24",1740,"Census","All Households"
"35598",2016-07-01,"2016","25 - 34",1685,"Census","All Households"
"35598",2016-07-01,"2016","35 - 44",1675,"Census","All Households"
"35598",2016-07-01,"2016","45 - 54",2130,"Census","All Households"
"35598",2016-07-01,"2016","55 - 64",2420,"Census","All Households"
"35598",2016-07-01,"2016","Total 65+",2725,"Census","All Households"
"35598",2016-07-01,"2016","Total",14790,"Census","All Households"
"35598",2021-07-01,"2021","0 - 14",2290,"Census","All Households"
"35598",2021-07-01,"2021","15 - 24",1455,"Census","All Households"
"35598",2021-07-01,"2021","25 - 34",1980,"Census","All Households"
"35598",2021-07-01,"2021","35 - 44",1675,"Census","All Households"
"35598",2021-07-01,"2021","45 - 54",1855,"Census","All Households"
"35598",2021-07-01,"2021","55 - 64",2340,"Census","All Households"
"35598",2021-07-01,"2021","Total 65+",3015,"Census","All Households"
"35598",2021-07-01,"2021","Total",14610,"Census","All Households"
