"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35544",2006-07-01,"2006","0 - 14",6485,"Census","All Households"
"35544",2006-07-01,"2006","15 - 24",4680,"Census","All Households"
"35544",2006-07-01,"2006","25 - 34",4390,"Census","All Households"
"35544",2006-07-01,"2006","35 - 44",5165,"Census","All Households"
"35544",2006-07-01,"2006","45 - 54",5155,"Census","All Households"
"35544",2006-07-01,"2006","55 - 64",3850,"Census","All Households"
"35544",2006-07-01,"2006","Total 65+",5745,"Census","All Households"
"35544",2006-07-01,"2006","Total",35480,"Census","All Households"
"35544",2011-07-01,"2011","0 - 14",6485,"Census","All Households"
"35544",2011-07-01,"2011","15 - 24",4690,"Census","All Households"
"35544",2011-07-01,"2011","25 - 34",4910,"Census","All Households"
"35544",2011-07-01,"2011","35 - 44",4830,"Census","All Households"
"35544",2011-07-01,"2011","45 - 54",5790,"Census","All Households"
"35544",2011-07-01,"2011","55 - 64",4685,"Census","All Households"
"35544",2011-07-01,"2011","Total 65+",6365,"Census","All Households"
"35544",2011-07-01,"2011","Total",37750,"Census","All Households"
"35544",2016-07-01,"2016","0 - 14",6840,"Census","All Households"
"35544",2016-07-01,"2016","15 - 24",4625,"Census","All Households"
"35544",2016-07-01,"2016","25 - 34",5375,"Census","All Households"
"35544",2016-07-01,"2016","35 - 44",5115,"Census","All Households"
"35544",2016-07-01,"2016","45 - 54",5575,"Census","All Households"
"35544",2016-07-01,"2016","55 - 64",5385,"Census","All Households"
"35544",2016-07-01,"2016","Total 65+",7065,"Census","All Households"
"35544",2016-07-01,"2016","Total",39980,"Census","All Households"
"35544",2021-07-01,"2021","0 - 14",8225,"Census","All Households"
"35544",2021-07-01,"2021","15 - 24",4935,"Census","All Households"
"35544",2021-07-01,"2021","25 - 34",6405,"Census","All Households"
"35544",2021-07-01,"2021","35 - 44",6340,"Census","All Households"
"35544",2021-07-01,"2021","45 - 54",5315,"Census","All Households"
"35544",2021-07-01,"2021","55 - 64",6160,"Census","All Households"
"35544",2021-07-01,"2021","Total 65+",8565,"Census","All Households"
"35544",2021-07-01,"2021","Total",45950,"Census","All Households"
