"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35595",2006-07-01,"2006","0 - 14",20235,"Census","All Households"
"35595",2006-07-01,"2006","15 - 24",16330,"Census","All Households"
"35595",2006-07-01,"2006","25 - 34",13505,"Census","All Households"
"35595",2006-07-01,"2006","35 - 44",17755,"Census","All Households"
"35595",2006-07-01,"2006","45 - 54",20540,"Census","All Households"
"35595",2006-07-01,"2006","55 - 64",14850,"Census","All Households"
"35595",2006-07-01,"2006","Total 65+",19690,"Census","All Households"
"35595",2006-07-01,"2006","Total",122910,"Census","All Households"
"35595",2011-07-01,"2011","0 - 14",18005,"Census","All Households"
"35595",2011-07-01,"2011","15 - 24",15960,"Census","All Households"
"35595",2011-07-01,"2011","25 - 34",13945,"Census","All Households"
"35595",2011-07-01,"2011","35 - 44",15180,"Census","All Households"
"35595",2011-07-01,"2011","45 - 54",19865,"Census","All Households"
"35595",2011-07-01,"2011","55 - 64",17755,"Census","All Households"
"35595",2011-07-01,"2011","Total 65+",20880,"Census","All Households"
"35595",2011-07-01,"2011","Total",121600,"Census","All Households"
"35595",2016-07-01,"2016","0 - 14",17735,"Census","All Households"
"35595",2016-07-01,"2016","15 - 24",14865,"Census","All Households"
"35595",2016-07-01,"2016","25 - 34",14580,"Census","All Households"
"35595",2016-07-01,"2016","35 - 44",13480,"Census","All Households"
"35595",2016-07-01,"2016","45 - 54",17115,"Census","All Households"
"35595",2016-07-01,"2016","55 - 64",18910,"Census","All Households"
"35595",2016-07-01,"2016","Total 65+",22190,"Census","All Households"
"35595",2016-07-01,"2016","Total",118875,"Census","All Households"
"35595",2021-07-01,"2021","0 - 14",17635,"Census","All Households"
"35595",2021-07-01,"2021","15 - 24",14025,"Census","All Households"
"35595",2021-07-01,"2021","25 - 34",16295,"Census","All Households"
"35595",2021-07-01,"2021","35 - 44",13820,"Census","All Households"
"35595",2021-07-01,"2021","45 - 54",14720,"Census","All Households"
"35595",2021-07-01,"2021","55 - 64",18855,"Census","All Households"
"35595",2021-07-01,"2021","Total 65+",25625,"Census","All Households"
"35595",2021-07-01,"2021","Total",120960,"Census","All Households"
