"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"13335",2006-07-01,"2006","0 - 14",2955,"Census","All Households"
"13335",2006-07-01,"2006","15 - 24",2465,"Census","All Households"
"13335",2006-07-01,"2006","25 - 34",2360,"Census","All Households"
"13335",2006-07-01,"2006","35 - 44",3080,"Census","All Households"
"13335",2006-07-01,"2006","45 - 54",4100,"Census","All Households"
"13335",2006-07-01,"2006","55 - 64",3135,"Census","All Households"
"13335",2006-07-01,"2006","Total 65+",3345,"Census","All Households"
"13335",2006-07-01,"2006","Total",21440,"Census","All Households"
"13335",2011-07-01,"2011","0 - 14",2900,"Census","All Households"
"13335",2011-07-01,"2011","15 - 24",2160,"Census","All Households"
"13335",2011-07-01,"2011","25 - 34",2280,"Census","All Households"
"13335",2011-07-01,"2011","35 - 44",2690,"Census","All Households"
"13335",2011-07-01,"2011","45 - 54",3950,"Census","All Households"
"13335",2011-07-01,"2011","55 - 64",3870,"Census","All Households"
"13335",2011-07-01,"2011","Total 65+",4055,"Census","All Households"
"13335",2011-07-01,"2011","Total",21900,"Census","All Households"
"13335",2016-07-01,"2016","0 - 14",3095,"Census","All Households"
"13335",2016-07-01,"2016","15 - 24",2095,"Census","All Households"
"13335",2016-07-01,"2016","25 - 34",2070,"Census","All Households"
"13335",2016-07-01,"2016","35 - 44",2765,"Census","All Households"
"13335",2016-07-01,"2016","45 - 54",3440,"Census","All Households"
"13335",2016-07-01,"2016","55 - 64",4340,"Census","All Households"
"13335",2016-07-01,"2016","Total 65+",4730,"Census","All Households"
"13335",2016-07-01,"2016","Total",22530,"Census","All Households"
"13335",2021-07-01,"2021","0 - 14",2565,"Census","All Households"
"13335",2021-07-01,"2021","15 - 24",1885,"Census","All Households"
"13335",2021-07-01,"2021","25 - 34",2040,"Census","All Households"
"13335",2021-07-01,"2021","35 - 44",2305,"Census","All Households"
"13335",2021-07-01,"2021","45 - 54",2690,"Census","All Households"
"13335",2021-07-01,"2021","55 - 64",3950,"Census","All Households"
"13335",2021-07-01,"2021","Total 65+",5495,"Census","All Households"
"13335",2021-07-01,"2021","Total",20930,"Census","All Households"
