"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35532",2006-07-01,"2006","0 - 14",67665,"Census","All Households"
"35532",2006-07-01,"2006","15 - 24",44820,"Census","All Households"
"35532",2006-07-01,"2006","25 - 34",40750,"Census","All Households"
"35532",2006-07-01,"2006","35 - 44",56155,"Census","All Households"
"35532",2006-07-01,"2006","45 - 54",50945,"Census","All Households"
"35532",2006-07-01,"2006","55 - 64",33160,"Census","All Households"
"35532",2006-07-01,"2006","Total 65+",37090,"Census","All Households"
"35532",2006-07-01,"2006","Total",330590,"Census","All Households"
"35532",2011-07-01,"2011","0 - 14",66405,"Census","All Households"
"35532",2011-07-01,"2011","15 - 24",49620,"Census","All Households"
"35532",2011-07-01,"2011","25 - 34",42735,"Census","All Households"
"35532",2011-07-01,"2011","35 - 44",51045,"Census","All Households"
"35532",2011-07-01,"2011","45 - 54",60265,"Census","All Households"
"35532",2011-07-01,"2011","55 - 64",41480,"Census","All Households"
"35532",2011-07-01,"2011","Total 65+",44620,"Census","All Households"
"35532",2011-07-01,"2011","Total",356180,"Census","All Households"
"35532",2016-07-01,"2016","0 - 14",69145,"Census","All Households"
"35532",2016-07-01,"2016","15 - 24",49175,"Census","All Households"
"35532",2016-07-01,"2016","25 - 34",45865,"Census","All Households"
"35532",2016-07-01,"2016","35 - 44",50930,"Census","All Households"
"35532",2016-07-01,"2016","45 - 54",59180,"Census","All Households"
"35532",2016-07-01,"2016","55 - 64",48685,"Census","All Households"
"35532",2016-07-01,"2016","Total 65+",52625,"Census","All Households"
"35532",2016-07-01,"2016","Total",375605,"Census","All Households"
"35532",2021-07-01,"2021","0 - 14",76775,"Census","All Households"
"35532",2021-07-01,"2021","15 - 24",49590,"Census","All Households"
"35532",2021-07-01,"2021","25 - 34",54010,"Census","All Households"
"35532",2021-07-01,"2021","35 - 44",58010,"Census","All Households"
"35532",2021-07-01,"2021","45 - 54",55015,"Census","All Households"
"35532",2021-07-01,"2021","55 - 64",55490,"Census","All Households"
"35532",2021-07-01,"2021","Total 65+",62515,"Census","All Households"
"35532",2021-07-01,"2021","Total",411405,"Census","All Households"
