"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48821",2016-07-01,"2016","0 - 14",2520,"Census","All Households"
"48821",2016-07-01,"2016","15 - 24",1400,"Census","All Households"
"48821",2016-07-01,"2016","25 - 34",1490,"Census","All Households"
"48821",2016-07-01,"2016","35 - 44",1790,"Census","All Households"
"48821",2016-07-01,"2016","45 - 54",1650,"Census","All Households"
"48821",2016-07-01,"2016","55 - 64",1745,"Census","All Households"
"48821",2016-07-01,"2016","Total 65+",2720,"Census","All Households"
"48821",2016-07-01,"2016","Total",13325,"Census","All Households"
"48821",2021-07-01,"2021","0 - 14",2450,"Census","All Households"
"48821",2021-07-01,"2021","15 - 24",1560,"Census","All Households"
"48821",2021-07-01,"2021","25 - 34",1355,"Census","All Households"
"48821",2021-07-01,"2021","35 - 44",1840,"Census","All Households"
"48821",2021-07-01,"2021","45 - 54",1660,"Census","All Households"
"48821",2021-07-01,"2021","55 - 64",1915,"Census","All Households"
"48821",2021-07-01,"2021","Total 65+",3330,"Census","All Households"
"48821",2021-07-01,"2021","Total",14110,"Census","All Households"
