"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"12205",2006-07-01,"2006","15 - 24",8550,"Census","All Households"
"12205",2006-07-01,"2006","25 - 34",25400,"Census","All Households"
"12205",2006-07-01,"2006","35 - 44",33135,"Census","All Households"
"12205",2006-07-01,"2006","45 - 54",34315,"Census","All Households"
"12205",2006-07-01,"2006","55 - 64",25450,"Census","All Households"
"12205",2006-07-01,"2006","Total 65+",28275,"Census","All Households"
"12205",2006-07-01,"2006","Total",155125,"Census","All Households"
"12205",2011-07-01,"2011","15 - 24",9785,"Census","All Households"
"12205",2011-07-01,"2011","25 - 34",26570,"Census","All Households"
"12205",2011-07-01,"2011","35 - 44",29640,"Census","All Households"
"12205",2011-07-01,"2011","45 - 54",37640,"Census","All Households"
"12205",2011-07-01,"2011","55 - 64",30090,"Census","All Households"
"12205",2011-07-01,"2011","Total 65+",31420,"Census","All Households"
"12205",2011-07-01,"2011","Total",165150,"Census","All Households"
"12205",2016-07-01,"2016","15 - 24",9080,"Census","All Households"
"12205",2016-07-01,"2016","25 - 34",27935,"Census","All Households"
"12205",2016-07-01,"2016","35 - 44",28935,"Census","All Households"
"12205",2016-07-01,"2016","45 - 54",34535,"Census","All Households"
"12205",2016-07-01,"2016","55 - 64",33710,"Census","All Households"
"12205",2016-07-01,"2016","Total 65+",39260,"Census","All Households"
"12205",2016-07-01,"2016","Total",173460,"Census","All Households"
"12205",2021-07-01,"2021","15 - 24",9190,"Census","All Households"
"12205",2021-07-01,"2021","25 - 34",33885,"Census","All Households"
"12205",2021-07-01,"2021","35 - 44",34235,"Census","All Households"
"12205",2021-07-01,"2021","45 - 54",34295,"Census","All Households"
"12205",2021-07-01,"2021","55 - 64",38945,"Census","All Households"
"12205",2021-07-01,"2021","Total 65+",50585,"Census","All Households"
"12205",2021-07-01,"2021","Total",201140,"Census","All Households"
