"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48828",2006-07-01,"2006","0 - 14",2005,"Census","All Households"
"48828",2006-07-01,"2006","15 - 24",1575,"Census","All Households"
"48828",2006-07-01,"2006","25 - 34",1965,"Census","All Households"
"48828",2006-07-01,"2006","35 - 44",2150,"Census","All Households"
"48828",2006-07-01,"2006","45 - 54",2130,"Census","All Households"
"48828",2006-07-01,"2006","55 - 64",1225,"Census","All Households"
"48828",2006-07-01,"2006","Total 65+",985,"Census","All Households"
"48828",2006-07-01,"2006","Total",12040,"Census","All Households"
"48828",2011-07-01,"2011","0 - 14",1855,"Census","All Households"
"48828",2011-07-01,"2011","15 - 24",1330,"Census","All Households"
"48828",2011-07-01,"2011","25 - 34",1970,"Census","All Households"
"48828",2011-07-01,"2011","35 - 44",2030,"Census","All Households"
"48828",2011-07-01,"2011","45 - 54",2125,"Census","All Households"
"48828",2011-07-01,"2011","55 - 64",1735,"Census","All Households"
"48828",2011-07-01,"2011","Total 65+",1245,"Census","All Households"
"48828",2011-07-01,"2011","Total",12285,"Census","All Households"
"48828",2016-07-01,"2016","0 - 14",2050,"Census","All Households"
"48828",2016-07-01,"2016","15 - 24",1345,"Census","All Households"
"48828",2016-07-01,"2016","25 - 34",2085,"Census","All Households"
"48828",2016-07-01,"2016","35 - 44",2200,"Census","All Households"
"48828",2016-07-01,"2016","45 - 54",2075,"Census","All Households"
"48828",2016-07-01,"2016","55 - 64",2185,"Census","All Households"
"48828",2016-07-01,"2016","Total 65+",1650,"Census","All Households"
"48828",2016-07-01,"2016","Total",13580,"Census","All Households"
"48828",2021-07-01,"2021","0 - 14",2040,"Census","All Households"
"48828",2021-07-01,"2021","15 - 24",1470,"Census","All Households"
"48828",2021-07-01,"2021","25 - 34",2430,"Census","All Households"
"48828",2021-07-01,"2021","35 - 44",2495,"Census","All Households"
"48828",2021-07-01,"2021","45 - 54",2220,"Census","All Households"
"48828",2021-07-01,"2021","55 - 64",2350,"Census","All Households"
"48828",2021-07-01,"2021","Total 65+",2520,"Census","All Households"
"48828",2021-07-01,"2021","Total",15525,"Census","All Households"
