"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35556",2006-07-01,"2006","0 - 14",19805,"Census","All Households"
"35556",2006-07-01,"2006","15 - 24",14765,"Census","All Households"
"35556",2006-07-01,"2006","25 - 34",11365,"Census","All Households"
"35556",2006-07-01,"2006","35 - 44",15115,"Census","All Households"
"35556",2006-07-01,"2006","45 - 54",17065,"Census","All Households"
"35556",2006-07-01,"2006","55 - 64",13220,"Census","All Households"
"35556",2006-07-01,"2006","Total 65+",17260,"Census","All Households"
"35556",2006-07-01,"2006","Total",108590,"Census","All Households"
"35556",2011-07-01,"2011","0 - 14",17710,"Census","All Households"
"35556",2011-07-01,"2011","15 - 24",13035,"Census","All Households"
"35556",2011-07-01,"2011","25 - 34",10820,"Census","All Households"
"35556",2011-07-01,"2011","35 - 44",11995,"Census","All Households"
"35556",2011-07-01,"2011","45 - 54",16915,"Census","All Households"
"35556",2011-07-01,"2011","55 - 64",14960,"Census","All Households"
"35556",2011-07-01,"2011","Total 65+",18630,"Census","All Households"
"35556",2011-07-01,"2011","Total",104075,"Census","All Households"
"35556",2016-07-01,"2016","0 - 14",16720,"Census","All Households"
"35556",2016-07-01,"2016","15 - 24",11605,"Census","All Households"
"35556",2016-07-01,"2016","25 - 34",10580,"Census","All Households"
"35556",2016-07-01,"2016","35 - 44",10850,"Census","All Households"
"35556",2016-07-01,"2016","45 - 54",14220,"Census","All Households"
"35556",2016-07-01,"2016","55 - 64",16070,"Census","All Households"
"35556",2016-07-01,"2016","Total 65+",19730,"Census","All Households"
"35556",2016-07-01,"2016","Total",99775,"Census","All Households"
"35556",2021-07-01,"2021","0 - 14",16610,"Census","All Households"
"35556",2021-07-01,"2021","15 - 24",11275,"Census","All Households"
"35556",2021-07-01,"2021","25 - 34",10995,"Census","All Households"
"35556",2021-07-01,"2021","35 - 44",11525,"Census","All Households"
"35556",2021-07-01,"2021","45 - 54",12060,"Census","All Households"
"35556",2021-07-01,"2021","55 - 64",16560,"Census","All Households"
"35556",2021-07-01,"2021","Total 65+",23075,"Census","All Households"
"35556",2021-07-01,"2021","Total",102090,"Census","All Households"
