"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48832",2016-07-01,"2016","0 - 14",2685,"Census","All Households"
"48832",2016-07-01,"2016","15 - 24",1645,"Census","All Households"
"48832",2016-07-01,"2016","25 - 34",1750,"Census","All Households"
"48832",2016-07-01,"2016","35 - 44",1620,"Census","All Households"
"48832",2016-07-01,"2016","45 - 54",1705,"Census","All Households"
"48832",2016-07-01,"2016","55 - 64",1555,"Census","All Households"
"48832",2016-07-01,"2016","Total 65+",1750,"Census","All Households"
"48832",2016-07-01,"2016","Total",12705,"Census","All Households"
"48832",2021-07-01,"2021","0 - 14",2630,"Census","All Households"
"48832",2021-07-01,"2021","15 - 24",1630,"Census","All Households"
"48832",2021-07-01,"2021","25 - 34",1575,"Census","All Households"
"48832",2021-07-01,"2021","35 - 44",1780,"Census","All Households"
"48832",2021-07-01,"2021","45 - 54",1525,"Census","All Households"
"48832",2021-07-01,"2021","55 - 64",1705,"Census","All Households"
"48832",2021-07-01,"2021","Total 65+",2230,"Census","All Households"
"48832",2021-07-01,"2021","Total",13070,"Census","All Households"
