"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35533",2006-07-01,"2006","15 - 24",155,"Census","All Households"
"35533",2006-07-01,"2006","25 - 34",640,"Census","All Households"
"35533",2006-07-01,"2006","35 - 44",1075,"Census","All Households"
"35533",2006-07-01,"2006","45 - 54",1045,"Census","All Households"
"35533",2006-07-01,"2006","55 - 64",630,"Census","All Households"
"35533",2006-07-01,"2006","Total 65+",1020,"Census","All Households"
"35533",2006-07-01,"2006","Total",4575,"Census","All Households"
"35533",2011-07-01,"2011","15 - 24",130,"Census","All Households"
"35533",2011-07-01,"2011","25 - 34",685,"Census","All Households"
"35533",2011-07-01,"2011","35 - 44",855,"Census","All Households"
"35533",2011-07-01,"2011","45 - 54",1150,"Census","All Households"
"35533",2011-07-01,"2011","55 - 64",850,"Census","All Households"
"35533",2011-07-01,"2011","Total 65+",1120,"Census","All Households"
"35533",2011-07-01,"2011","Total",4785,"Census","All Households"
"35533",2016-07-01,"2016","15 - 24",125,"Census","All Households"
"35533",2016-07-01,"2016","25 - 34",685,"Census","All Households"
"35533",2016-07-01,"2016","35 - 44",920,"Census","All Households"
"35533",2016-07-01,"2016","45 - 54",1060,"Census","All Households"
"35533",2016-07-01,"2016","55 - 64",1070,"Census","All Households"
"35533",2016-07-01,"2016","Total 65+",1230,"Census","All Households"
"35533",2016-07-01,"2016","Total",5085,"Census","All Households"
"35533",2021-07-01,"2021","15 - 24",90,"Census","All Households"
"35533",2021-07-01,"2021","25 - 34",770,"Census","All Households"
"35533",2021-07-01,"2021","35 - 44",1000,"Census","All Households"
"35533",2021-07-01,"2021","45 - 54",990,"Census","All Households"
"35533",2021-07-01,"2021","55 - 64",1165,"Census","All Households"
"35533",2021-07-01,"2021","Total 65+",1455,"Census","All Households"
"35533",2021-07-01,"2021","Total",5465,"Census","All Households"
