"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59975",2006-07-01,"2006","0 - 14",2265,"Census","All Households"
"59975",2006-07-01,"2006","15 - 24",1720,"Census","All Households"
"59975",2006-07-01,"2006","25 - 34",1420,"Census","All Households"
"59975",2006-07-01,"2006","35 - 44",1650,"Census","All Households"
"59975",2006-07-01,"2006","45 - 54",1605,"Census","All Households"
"59975",2006-07-01,"2006","55 - 64",1035,"Census","All Households"
"59975",2006-07-01,"2006","Total 65+",1300,"Census","All Households"
"59975",2006-07-01,"2006","Total",10995,"Census","All Households"
"59975",2011-07-01,"2011","0 - 14",2170,"Census","All Households"
"59975",2011-07-01,"2011","15 - 24",1730,"Census","All Households"
"59975",2011-07-01,"2011","25 - 34",1725,"Census","All Households"
"59975",2011-07-01,"2011","35 - 44",1465,"Census","All Households"
"59975",2011-07-01,"2011","45 - 54",1700,"Census","All Households"
"59975",2011-07-01,"2011","55 - 64",1260,"Census","All Households"
"59975",2011-07-01,"2011","Total 65+",1540,"Census","All Households"
"59975",2011-07-01,"2011","Total",11585,"Census","All Households"
"59975",2016-07-01,"2016","0 - 14",2320,"Census","All Households"
"59975",2016-07-01,"2016","15 - 24",1665,"Census","All Households"
"59975",2016-07-01,"2016","25 - 34",2140,"Census","All Households"
"59975",2016-07-01,"2016","35 - 44",1490,"Census","All Households"
"59975",2016-07-01,"2016","45 - 54",1500,"Census","All Households"
"59975",2016-07-01,"2016","55 - 64",1340,"Census","All Households"
"59975",2016-07-01,"2016","Total 65+",1325,"Census","All Households"
"59975",2016-07-01,"2016","Total",11785,"Census","All Households"
"59975",2021-07-01,"2021","0 - 14",3355,"Census","All Households"
"59975",2021-07-01,"2021","15 - 24",2035,"Census","All Households"
"59975",2021-07-01,"2021","25 - 34",2600,"Census","All Households"
"59975",2021-07-01,"2021","35 - 44",2425,"Census","All Households"
"59975",2021-07-01,"2021","45 - 54",2085,"Census","All Households"
"59975",2021-07-01,"2021","55 - 64",2330,"Census","All Households"
"59975",2021-07-01,"2021","Total 65+",2550,"Census","All Households"
"59975",2021-07-01,"2021","Total",17380,"Census","All Households"
