"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59915",2006-07-01,"2006","15 - 24",2600,"Census","All Households"
"59915",2006-07-01,"2006","25 - 34",7520,"Census","All Households"
"59915",2006-07-01,"2006","35 - 44",11865,"Census","All Households"
"59915",2006-07-01,"2006","45 - 54",14635,"Census","All Households"
"59915",2006-07-01,"2006","55 - 64",11495,"Census","All Households"
"59915",2006-07-01,"2006","Total 65+",18875,"Census","All Households"
"59915",2006-07-01,"2006","Total",67000,"Census","All Households"
"59915",2011-07-01,"2011","15 - 24",2645,"Census","All Households"
"59915",2011-07-01,"2011","25 - 34",9415,"Census","All Households"
"59915",2011-07-01,"2011","35 - 44",11265,"Census","All Households"
"59915",2011-07-01,"2011","45 - 54",15760,"Census","All Households"
"59915",2011-07-01,"2011","55 - 64",14790,"Census","All Households"
"59915",2011-07-01,"2011","Total 65+",21070,"Census","All Households"
"59915",2011-07-01,"2011","Total",74950,"Census","All Households"
"59915",2016-07-01,"2016","15 - 24",2955,"Census","All Households"
"59915",2016-07-01,"2016","25 - 34",10450,"Census","All Households"
"59915",2016-07-01,"2016","35 - 44",11745,"Census","All Households"
"59915",2016-07-01,"2016","45 - 54",14875,"Census","All Households"
"59915",2016-07-01,"2016","55 - 64",17185,"Census","All Households"
"59915",2016-07-01,"2016","Total 65+",24165,"Census","All Households"
"59915",2016-07-01,"2016","Total",81385,"Census","All Households"
"59915",2021-07-01,"2021","15 - 24",3585,"Census","All Households"
"59915",2021-07-01,"2021","25 - 34",12550,"Census","All Households"
"59915",2021-07-01,"2021","35 - 44",14780,"Census","All Households"
"59915",2021-07-01,"2021","45 - 54",14760,"Census","All Households"
"59915",2021-07-01,"2021","55 - 64",18995,"Census","All Households"
"59915",2021-07-01,"2021","Total 65+",29665,"Census","All Households"
"59915",2021-07-01,"2021","Total",94335,"Census","All Households"
