"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59905",2006-07-01,"2006","0 - 14",4135,"Census","All Households"
"59905",2006-07-01,"2006","15 - 24",3095,"Census","All Households"
"59905",2006-07-01,"2006","25 - 34",2315,"Census","All Households"
"59905",2006-07-01,"2006","35 - 44",3445,"Census","All Households"
"59905",2006-07-01,"2006","45 - 54",3995,"Census","All Households"
"59905",2006-07-01,"2006","55 - 64",3400,"Census","All Households"
"59905",2006-07-01,"2006","Total 65+",3750,"Census","All Households"
"59905",2006-07-01,"2006","Total",24140,"Census","All Households"
"59905",2011-07-01,"2011","0 - 14",4085,"Census","All Households"
"59905",2011-07-01,"2011","15 - 24",2945,"Census","All Households"
"59905",2011-07-01,"2011","25 - 34",2650,"Census","All Households"
"59905",2011-07-01,"2011","35 - 44",2960,"Census","All Households"
"59905",2011-07-01,"2011","45 - 54",4060,"Census","All Households"
"59905",2011-07-01,"2011","55 - 64",3980,"Census","All Households"
"59905",2011-07-01,"2011","Total 65+",4355,"Census","All Households"
"59905",2011-07-01,"2011","Total",25040,"Census","All Households"
"59905",2016-07-01,"2016","0 - 14",4090,"Census","All Households"
"59905",2016-07-01,"2016","15 - 24",2800,"Census","All Households"
"59905",2016-07-01,"2016","25 - 34",2845,"Census","All Households"
"59905",2016-07-01,"2016","35 - 44",2895,"Census","All Households"
"59905",2016-07-01,"2016","45 - 54",3700,"Census","All Households"
"59905",2016-07-01,"2016","55 - 64",4180,"Census","All Households"
"59905",2016-07-01,"2016","Total 65+",5040,"Census","All Households"
"59905",2016-07-01,"2016","Total",25555,"Census","All Households"
"59905",2021-07-01,"2021","0 - 14",4010,"Census","All Households"
"59905",2021-07-01,"2021","15 - 24",2820,"Census","All Households"
"59905",2021-07-01,"2021","25 - 34",3060,"Census","All Households"
"59905",2021-07-01,"2021","35 - 44",3130,"Census","All Households"
"59905",2021-07-01,"2021","45 - 54",3135,"Census","All Households"
"59905",2021-07-01,"2021","55 - 64",4155,"Census","All Households"
"59905",2021-07-01,"2021","Total 65+",5980,"Census","All Households"
"59905",2021-07-01,"2021","Total",26295,"Census","All Households"
