"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48860",2006-07-01,"2006","0 - 14",10630,"Census","All Households"
"48860",2006-07-01,"2006","15 - 24",8895,"Census","All Households"
"48860",2006-07-01,"2006","25 - 34",9895,"Census","All Households"
"48860",2006-07-01,"2006","35 - 44",9130,"Census","All Households"
"48860",2006-07-01,"2006","45 - 54",9365,"Census","All Households"
"48860",2006-07-01,"2006","55 - 64",3695,"Census","All Households"
"48860",2006-07-01,"2006","Total 65+",1030,"Census","All Households"
"48860",2006-07-01,"2006","Total",52645,"Census","All Households"
"48860",2011-07-01,"2011","0 - 14",12565,"Census","All Households"
"48860",2011-07-01,"2011","15 - 24",10205,"Census","All Households"
"48860",2011-07-01,"2011","25 - 34",15030,"Census","All Households"
"48860",2011-07-01,"2011","35 - 44",11235,"Census","All Households"
"48860",2011-07-01,"2011","45 - 54",11270,"Census","All Households"
"48860",2011-07-01,"2011","55 - 64",5335,"Census","All Households"
"48860",2011-07-01,"2011","Total 65+",1260,"Census","All Households"
"48860",2011-07-01,"2011","Total",66895,"Census","All Households"
"48860",2016-07-01,"2016","0 - 14",14705,"Census","All Households"
"48860",2016-07-01,"2016","15 - 24",8275,"Census","All Households"
"48860",2016-07-01,"2016","25 - 34",16820,"Census","All Households"
"48860",2016-07-01,"2016","35 - 44",13295,"Census","All Households"
"48860",2016-07-01,"2016","45 - 54",11055,"Census","All Households"
"48860",2016-07-01,"2016","55 - 64",7065,"Census","All Households"
"48860",2016-07-01,"2016","Total 65+",2000,"Census","All Households"
"48860",2016-07-01,"2016","Total",73210,"Census","All Households"
"48860",2021-07-01,"2021","0 - 14",16950,"Census","All Households"
"48860",2021-07-01,"2021","15 - 24",7935,"Census","All Households"
"48860",2021-07-01,"2021","25 - 34",12625,"Census","All Households"
"48860",2021-07-01,"2021","35 - 44",14605,"Census","All Households"
"48860",2021-07-01,"2021","45 - 54",10335,"Census","All Households"
"48860",2021-07-01,"2021","55 - 64",7735,"Census","All Households"
"48860",2021-07-01,"2021","Total 65+",3095,"Census","All Households"
"48860",2021-07-01,"2021","Total",73290,"Census","All Households"
