"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"12225",2006-07-01,"2006","0 - 14",16650,"Census","All Households"
"12225",2006-07-01,"2006","15 - 24",13850,"Census","All Households"
"12225",2006-07-01,"2006","25 - 34",9880,"Census","All Households"
"12225",2006-07-01,"2006","35 - 44",13865,"Census","All Households"
"12225",2006-07-01,"2006","45 - 54",17905,"Census","All Households"
"12225",2006-07-01,"2006","55 - 64",14985,"Census","All Households"
"12225",2006-07-01,"2006","Total 65+",18790,"Census","All Households"
"12225",2006-07-01,"2006","Total",105925,"Census","All Households"
"12225",2011-07-01,"2011","0 - 14",14715,"Census","All Households"
"12225",2011-07-01,"2011","15 - 24",12950,"Census","All Households"
"12225",2011-07-01,"2011","25 - 34",9465,"Census","All Households"
"12225",2011-07-01,"2011","35 - 44",11355,"Census","All Households"
"12225",2011-07-01,"2011","45 - 54",16745,"Census","All Households"
"12225",2011-07-01,"2011","55 - 64",16745,"Census","All Households"
"12225",2011-07-01,"2011","Total 65+",19650,"Census","All Households"
"12225",2011-07-01,"2011","Total",101620,"Census","All Households"
"12225",2016-07-01,"2016","0 - 14",13770,"Census","All Households"
"12225",2016-07-01,"2016","15 - 24",10990,"Census","All Households"
"12225",2016-07-01,"2016","25 - 34",9530,"Census","All Households"
"12225",2016-07-01,"2016","35 - 44",10220,"Census","All Households"
"12225",2016-07-01,"2016","45 - 54",13930,"Census","All Households"
"12225",2016-07-01,"2016","55 - 64",17255,"Census","All Households"
"12225",2016-07-01,"2016","Total 65+",21285,"Census","All Households"
"12225",2016-07-01,"2016","Total",96985,"Census","All Households"
"12225",2021-07-01,"2021","0 - 14",13125,"Census","All Households"
"12225",2021-07-01,"2021","15 - 24",10330,"Census","All Households"
"12225",2021-07-01,"2021","25 - 34",10735,"Census","All Households"
"12225",2021-07-01,"2021","35 - 44",9900,"Census","All Households"
"12225",2021-07-01,"2021","45 - 54",11855,"Census","All Households"
"12225",2021-07-01,"2021","55 - 64",16590,"Census","All Households"
"12225",2021-07-01,"2021","Total 65+",24105,"Census","All Households"
"12225",2021-07-01,"2021","Total",96640,"Census","All Households"
