"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35515",2006-07-01,"2006","15 - 24",340,"Census","All Households"
"35515",2006-07-01,"2006","25 - 34",1060,"Census","All Households"
"35515",2006-07-01,"2006","35 - 44",1805,"Census","All Households"
"35515",2006-07-01,"2006","45 - 54",2085,"Census","All Households"
"35515",2006-07-01,"2006","55 - 64",1575,"Census","All Households"
"35515",2006-07-01,"2006","Total 65+",2545,"Census","All Households"
"35515",2006-07-01,"2006","Total",9405,"Census","All Households"
"35515",2011-07-01,"2011","15 - 24",345,"Census","All Households"
"35515",2011-07-01,"2011","25 - 34",1310,"Census","All Households"
"35515",2011-07-01,"2011","35 - 44",1410,"Census","All Households"
"35515",2011-07-01,"2011","45 - 54",2250,"Census","All Households"
"35515",2011-07-01,"2011","55 - 64",1900,"Census","All Households"
"35515",2011-07-01,"2011","Total 65+",2725,"Census","All Households"
"35515",2011-07-01,"2011","Total",9940,"Census","All Households"
"35515",2016-07-01,"2016","15 - 24",310,"Census","All Households"
"35515",2016-07-01,"2016","25 - 34",1305,"Census","All Households"
"35515",2016-07-01,"2016","35 - 44",1380,"Census","All Households"
"35515",2016-07-01,"2016","45 - 54",1885,"Census","All Households"
"35515",2016-07-01,"2016","55 - 64",2045,"Census","All Households"
"35515",2016-07-01,"2016","Total 65+",2995,"Census","All Households"
"35515",2016-07-01,"2016","Total",9915,"Census","All Households"
"35515",2021-07-01,"2021","15 - 24",305,"Census","All Households"
"35515",2021-07-01,"2021","25 - 34",1360,"Census","All Households"
"35515",2021-07-01,"2021","35 - 44",1525,"Census","All Households"
"35515",2021-07-01,"2021","45 - 54",1435,"Census","All Households"
"35515",2021-07-01,"2021","55 - 64",2190,"Census","All Households"
"35515",2021-07-01,"2021","Total 65+",3440,"Census","All Households"
"35515",2021-07-01,"2021","Total",10255,"Census","All Households"
