"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24428",2006-07-01,"2006","0 - 14",5270,"Census","All Households"
"24428",2006-07-01,"2006","15 - 24",4245,"Census","All Households"
"24428",2006-07-01,"2006","25 - 34",4150,"Census","All Households"
"24428",2006-07-01,"2006","35 - 44",4580,"Census","All Households"
"24428",2006-07-01,"2006","45 - 54",5220,"Census","All Households"
"24428",2006-07-01,"2006","55 - 64",3975,"Census","All Households"
"24428",2006-07-01,"2006","Total 65+",3920,"Census","All Households"
"24428",2006-07-01,"2006","Total",31360,"Census","All Households"
"24428",2011-07-01,"2011","0 - 14",5685,"Census","All Households"
"24428",2011-07-01,"2011","15 - 24",4160,"Census","All Households"
"24428",2011-07-01,"2011","25 - 34",4530,"Census","All Households"
"24428",2011-07-01,"2011","35 - 44",4160,"Census","All Households"
"24428",2011-07-01,"2011","45 - 54",5780,"Census","All Households"
"24428",2011-07-01,"2011","55 - 64",5075,"Census","All Households"
"24428",2011-07-01,"2011","Total 65+",5255,"Census","All Households"
"24428",2011-07-01,"2011","Total",34640,"Census","All Households"
"24428",2016-07-01,"2016","0 - 14",5480,"Census","All Households"
"24428",2016-07-01,"2016","15 - 24",3520,"Census","All Households"
"24428",2016-07-01,"2016","25 - 34",3440,"Census","All Households"
"24428",2016-07-01,"2016","35 - 44",4145,"Census","All Households"
"24428",2016-07-01,"2016","45 - 54",4480,"Census","All Households"
"24428",2016-07-01,"2016","55 - 64",4950,"Census","All Households"
"24428",2016-07-01,"2016","Total 65+",5435,"Census","All Households"
"24428",2016-07-01,"2016","Total",31445,"Census","All Households"
"24428",2021-07-01,"2021","0 - 14",5760,"Census","All Households"
"24428",2021-07-01,"2021","15 - 24",3550,"Census","All Households"
"24428",2021-07-01,"2021","25 - 34",3455,"Census","All Households"
"24428",2021-07-01,"2021","35 - 44",4570,"Census","All Households"
"24428",2021-07-01,"2021","45 - 54",4085,"Census","All Households"
"24428",2021-07-01,"2021","55 - 64",5270,"Census","All Households"
"24428",2021-07-01,"2021","Total 65+",7300,"Census","All Households"
"24428",2021-07-01,"2021","Total",33985,"Census","All Households"
